Produto;Descricao;Categoria;EstoqueAtual;CustoUnitario
PC000314;FILTRO DE CABINE STD ORIGINAL;FILTROS;12,0;75,32
PC000315;ENGATE DE REBOQUE  REMANUFATURADO;ARTICULACAO_5RODA;20,0;1450,44
PC000316;DISCO DE EMBREAGEM STD PARALELA B;TRANSMISSAO;19,0;3221,6
PC000317;SAPATA DE FREIO REFORCADO PARALELA A;FREIOS;1,0;65,01
PC000318;BICO INJETOR STD ORIGINAL;MOTOR;9,0;1819,38
PC000319;BUCHA DE MOLA  PARALELA B;SUSPENSAO;16,0;322,57
PC000320;VENTOINHA PESADO PARALELA B;ARREFECIMENTO;4,0;997,99
PC000321;CAMISA DE CILINDRO STD PARALELA B;MOTOR;7,0;346,93
PC000322;BOMBA INJETORA REFORCADO ORIGINAL;MOTOR;104,0;1056,95
PC000323;TAMBOR DE FREIO REFORCADO PARALELA B;FREIOS;19,0;300,84
PC000325;PINO REI  PARALELA A;ARTICULACAO_5RODA;22,0;1343,67
PC000326;PARA-LAMA REFORCADO ORIGINAL;CARROCERIA;11,0;230,59
PC000327;VALVULA DE ADMISSAO REFORCADO PARALELA A;MOTOR;1,0;1224,08
PC000328;PNEU RADIAL 295/80 REFORCADO ORIGINAL;RODAS_PNEUS;18,0;1147,98
PC000329;MACANETA DE PORTA REFORCADO ORIGINAL;CARROCERIA;3,0;108,51
PC000330;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;18,0;1002,08
PC000331;BOMBA D AGUA STD PARALELA A;ARREFECIMENTO;1,0;56,67
PC000332;PASTILHA DE FREIO LEVE PARALELA A;FREIOS;4,0;306,56
PC000333;CAIXA DE CAMBIO COMPLETA STD REMANUFATURADO;TRANSMISSAO;55,0;7762,57
PC000334;ALTERNADOR PESADO PARALELA A;ELETRICA;38,0;687,37
PC000335;LANTERNA TRASEIRA  ORIGINAL;ELETRICA;2,0;1005,42
PC000336;MOTOR DE PARTIDA REFORCADO ORIGINAL;ELETRICA;44,0;411,98
PC000337;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;56,0;2180,42
PC000338;SENSOR ABS  PARALELA A;ELETRICA;2,0;956,82
PC000339;RESERVATORIO EXPANSAO STD PARALELA B;ARREFECIMENTO;120,0;812,54
PC000340;TURBO COMPRESSOR  PARALELA A;MOTOR;26,0;1142,62
PC000341;MANGUEIRA RADIADOR LEVE REMANUFATURADO;ARREFECIMENTO;5,0;203,89
PC000342;PINO MESTRE STD PARALELA A;SUSPENSAO;115,0;1064,28
PC000343;QUINTA RODA COMPLETA REFORCADO ORIGINAL;ARTICULACAO_5RODA;27,0;1808,07
PC000344;EIXO CARDAN  REMANUFATURADO;TRANSMISSAO;0,0;2887,04
PC000345;PLATO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;11,0;6407,11
PC000346;FILTRO DE OLEO MOTOR LEVE PARALELA A;MOTOR;158,0;681,99
PC000347;BATERIA 150AH STD ORIGINAL;ELETRICA;171,0;568,51
PC000348;DISCO DE FREIO STD REMANUFATURADO;FREIOS;13,0;133,87
PC000349;CILINDRO MESTRE STD REMANUFATURADO;FREIOS;5,0;415,23
PC000350;CHICOTE ELETRICO REFORCADO PARALELA B;ELETRICA;208,0;349,72
PC000351;PARAFUSO DE RODA REFORCADO PARALELA B;RODAS_PNEUS;56,0;557,32
PC000352;RADIADOR COMPLETO  PARALELA A;ARREFECIMENTO;9,0;637,51
PC000353;FILTRO DE OLEO CAMBIO PESADO PARALELA A;FILTROS;45,0;29,31
PC000354;ESPELHO RETROVISOR REFORCADO ORIGINAL;CARROCERIA;11,0;402,17
PC000355;RODA DE ACO ARO 22 LEVE PARALELA A;RODAS_PNEUS;20,0;631,87
PC000356;VIDRO LATERAL STD ORIGINAL;CARROCERIA;40,0;865,2
PC000357;MANGOTE PNEUMATICO REFORCADO REMANUFATURADO;ARTICULACAO_5RODA;10,0;841,82
PC000358;PARA-BRISA REFORCADO PARALELA B;CARROCERIA;193,0;530,77
PC000359;AMORTECEDOR DIANTEIRO REFORCADO ORIGINAL;SUSPENSAO;9,0;1126,64
PC000360;FILTRO DE COMBUSTIVEL  PARALELA A;FILTROS;3,0;110,96
PC000361;FILTRO DE AR MOTOR  ORIGINAL;FILTROS;45,0;85,9
PC000362;VALVULA TERMOSTATICA STD PARALELA A;ARREFECIMENTO;1,0;670,47
PC000363;CAMARA DE AR LEVE PARALELA A;RODAS_PNEUS;91,0;310,31
PC000364;FEIXE DE MOLA STD PARALELA A;SUSPENSAO;124,0;687,37
PC000365;CORREIA DENTADA REFORCADO PARALELA A;MOTOR;4,0;2512,1
PC000366;ROLAMENTO DE RODA STD PARALELA B;RODAS_PNEUS;7,0;1202,88
PC000367;SINCRONIZADOR LEVE PARALELA A;TRANSMISSAO;3,0;1285,11
PC000368;BOLSA DE AR SUSPENSAO PESADO PARALELA B;SUSPENSAO;6,0;600,82
PC000369;MANGUEIRA DE FREIO AR PESADO PARALELA B;FREIOS;20,0;100,09
PC000371;LONA DE FREIO  PARALELA A;FREIOS;5,0;325,32
PC000372;CRUZETA CARDAN REFORCADO PARALELA A;TRANSMISSAO;2,0;6903,91
PC000373;PARA-CHOQUE DIANTEIRO PESADO ORIGINAL;CARROCERIA;63,0;617,11
PC000374;VALVULA DE FREIO  PARALELA A;FREIOS;63,0;81,69
PC000375;FAROL DIANTEIRO LED STD PARALELA B;ELETRICA;16,0;357,07
PC000376;BARRA ESTABILIZADORA STD PARALELA A;SUSPENSAO;3,0;625,65
PC000377;AMORTECEDOR TRASEIRO  PARALELA B;SUSPENSAO;45,0;817,81
PC000378;FILTRO DE CABINE STD ORIGINAL;FILTROS;1,0;93,11
PC000379;ENGATE DE REBOQUE REFORCADO ORIGINAL;ARTICULACAO_5RODA;37,0;2096,97
PC000380;DISCO DE EMBREAGEM STD PARALELA B;TRANSMISSAO;1,0;4341,01
PC000381;SAPATA DE FREIO PESADO REMANUFATURADO;FREIOS;26,0;116,64
PC000382;BICO INJETOR STD REMANUFATURADO;MOTOR;1,0;4473,1
PC000383;BUCHA DE MOLA LEVE ORIGINAL;SUSPENSAO;22,0;562,04
PC000384;VENTOINHA LEVE PARALELA B;ARREFECIMENTO;9,0;901,35
PC000385;CAMISA DE CILINDRO STD ORIGINAL;MOTOR;18,0;4509,49
PC000386;BOMBA INJETORA STD ORIGINAL;MOTOR;3,0;5628,92
PC000387;TAMBOR DE FREIO  REMANUFATURADO;FREIOS;1,0;277,45
PC000388;ROLAMENTO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;38,0;4626,28
PC000389;PINO REI PESADO REMANUFATURADO;ARTICULACAO_5RODA;0,0;2303,83
PC000390;PARA-LAMA STD PARALELA B;CARROCERIA;44,0;365,32
PC000391;VALVULA DE ADMISSAO LEVE ORIGINAL;MOTOR;31,0;1054,45
PC000392;PNEU RADIAL 295/80 PESADO PARALELA B;RODAS_PNEUS;18,0;732,89
PC000393;MACANETA DE PORTA  ORIGINAL;CARROCERIA;6,0;382,7
PC000394;CUBO DE RODA STD PARALELA B;RODAS_PNEUS;325,0;1753,86
PC000395;BOMBA D AGUA REFORCADO PARALELA A;ARREFECIMENTO;37,0;857,9
PC000396;PASTILHA DE FREIO LEVE ORIGINAL;FREIOS;72,0;138,28
PC000397;CAIXA DE CAMBIO COMPLETA LEVE ORIGINAL;TRANSMISSAO;9,0;3847,49
PC000398;ALTERNADOR REFORCADO PARALELA A;ELETRICA;26,0;584,44
PC000399;LANTERNA TRASEIRA STD PARALELA A;ELETRICA;38,0;279,84
PC000400;MOTOR DE PARTIDA REFORCADO PARALELA A;ELETRICA;31,0;1183,95
PC000401;JUNTA DE CABECOTE STD REMANUFATURADO;MOTOR;5,0;3997,93
PC000402;SENSOR ABS PESADO ORIGINAL;ELETRICA;33,0;179,81
PC000403;RESERVATORIO EXPANSAO PESADO PARALELA A;ARREFECIMENTO;221,0;859,25
PC000404;TURBO COMPRESSOR  ORIGINAL;MOTOR;3,0;5238,02
PC000405;MANGUEIRA RADIADOR PESADO ORIGINAL;ARREFECIMENTO;10,0;302,55
PC000406;PINO MESTRE PESADO REMANUFATURADO;SUSPENSAO;28,0;150,4
PC000407;QUINTA RODA COMPLETA STD PARALELA A;ARTICULACAO_5RODA;31,0;1459,62
PC000408;EIXO CARDAN PESADO PARALELA B;TRANSMISSAO;62,0;2066,82
PC000409;PLATO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;46,0;1438,41
PC000410;FILTRO DE OLEO MOTOR LEVE ORIGINAL;MOTOR;2,0;4007,0
PC000411;BATERIA 150AH LEVE ORIGINAL;ELETRICA;6,0;628,99
PC000412;DISCO DE FREIO  ORIGINAL;FREIOS;42,0;103,45
PC000413;CILINDRO MESTRE REFORCADO PARALELA B;FREIOS;23,0;88,58
PC000414;CHICOTE ELETRICO PESADO PARALELA B;ELETRICA;8,0;578,47
PC000415;PARAFUSO DE RODA  PARALELA A;RODAS_PNEUS;6,0;1077,51
PC000416;RADIADOR COMPLETO PESADO ORIGINAL;ARREFECIMENTO;32,0;176,29
PC000417;FILTRO DE OLEO CAMBIO STD PARALELA A;FILTROS;11,0;103,34
PC000418;ESPELHO RETROVISOR  PARALELA B;CARROCERIA;17,0;718,7
PC000419;RODA DE ACO ARO 22 STD REMANUFATURADO;RODAS_PNEUS;30,0;1142,8
PC000420;VIDRO LATERAL REFORCADO ORIGINAL;CARROCERIA;1,0;341,36
PC000421;MANGOTE PNEUMATICO STD ORIGINAL;ARTICULACAO_5RODA;5,0;2872,15
PC000422;PARA-BRISA  REMANUFATURADO;CARROCERIA;50,0;582,56
PC000423;AMORTECEDOR DIANTEIRO REFORCADO REMANUFATURADO;SUSPENSAO;6,0;1175,34
PC000425;FILTRO DE AR MOTOR  REMANUFATURADO;FILTROS;7,0;129,13
PC000426;VALVULA TERMOSTATICA STD ORIGINAL;ARREFECIMENTO;7,0;598,08
PC000427;CAMARA DE AR STD PARALELA A;RODAS_PNEUS;1,0;1140,0
PC000428;FEIXE DE MOLA  REMANUFATURADO;SUSPENSAO;16,0;809,47
PC000429;CORREIA DENTADA  PARALELA A;MOTOR;7,0;4536,44
PC000430;ROLAMENTO DE RODA  PARALELA A;RODAS_PNEUS;9,0;739,45
PC000431;SINCRONIZADOR  PARALELA B;TRANSMISSAO;21,0;309,41
PC000432;BOLSA DE AR SUSPENSAO REFORCADO REMANUFATURADO;SUSPENSAO;14,0;756,47
PC000433;MANGUEIRA DE FREIO AR LEVE PARALELA B;FREIOS;1,0;309,92
PC000434;FILTRO SEPARADOR AGUA  ORIGINAL;FILTROS;8,0;50,83
PC000435;LONA DE FREIO STD PARALELA B;FREIOS;1,0;58,33
PC000436;CRUZETA CARDAN LEVE ORIGINAL;TRANSMISSAO;16,0;3702,97
PC000437;PARA-CHOQUE DIANTEIRO  REMANUFATURADO;CARROCERIA;10,0;298,59
PC000438;VALVULA DE FREIO REFORCADO ORIGINAL;FREIOS;54,0;216,68
PC000439;FAROL DIANTEIRO LED PESADO ORIGINAL;ELETRICA;27,0;1054,42
PC000440;BARRA ESTABILIZADORA LEVE PARALELA B;SUSPENSAO;13,0;540,91
PC000441;AMORTECEDOR TRASEIRO  PARALELA A;SUSPENSAO;1,0;700,22
PC000442;FILTRO DE CABINE  PARALELA A;FILTROS;24,0;132,82
PC000443;ENGATE DE REBOQUE PESADO PARALELA B;ARTICULACAO_5RODA;12,0;357,41
PC000444;DISCO DE EMBREAGEM PESADO PARALELA A;TRANSMISSAO;4,0;670,93
PC000445;SAPATA DE FREIO REFORCADO REMANUFATURADO;FREIOS;0,0;308,4
PC000446;BICO INJETOR  PARALELA A;MOTOR;7,0;4294,89
PC000447;BUCHA DE MOLA STD ORIGINAL;SUSPENSAO;4,0;190,08
PC000448;VENTOINHA LEVE ORIGINAL;ARREFECIMENTO;293,0;331,68
PC000449;CAMISA DE CILINDRO LEVE REMANUFATURADO;MOTOR;42,0;2056,8
PC000450;BOMBA INJETORA REFORCADO ORIGINAL;MOTOR;9,0;489,7
PC000451;TAMBOR DE FREIO PESADO PARALELA A;FREIOS;5,0;426,62
PC000452;ROLAMENTO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;119,0;2282,49
PC000453;PINO REI LEVE ORIGINAL;ARTICULACAO_5RODA;8,0;1967,76
PC000454;PARA-LAMA  PARALELA A;CARROCERIA;30,0;910,55
PC000455;VALVULA DE ADMISSAO REFORCADO ORIGINAL;MOTOR;8,0;2039,32
PC000456;PNEU RADIAL 295/80 LEVE ORIGINAL;RODAS_PNEUS;3,0;1540,94
PC000457;MACANETA DE PORTA REFORCADO PARALELA A;CARROCERIA;3,0;327,81
PC000459;BOMBA D AGUA LEVE ORIGINAL;ARREFECIMENTO;11,0;765,19
PC000460;PASTILHA DE FREIO PESADO REMANUFATURADO;FREIOS;20,0;106,66
PC000461;CAIXA DE CAMBIO COMPLETA STD ORIGINAL;TRANSMISSAO;23,0;1113,34
PC000463;LANTERNA TRASEIRA LEVE PARALELA A;ELETRICA;78,0;777,02
PC000464;MOTOR DE PARTIDA  ORIGINAL;ELETRICA;3,0;643,6
PC000465;JUNTA DE CABECOTE STD ORIGINAL;MOTOR;4,0;2462,22
PC000466;SENSOR ABS LEVE ORIGINAL;ELETRICA;29,0;444,03
PC000467;RESERVATORIO EXPANSAO STD PARALELA A;ARREFECIMENTO;11,0;378,25
PC000468;TURBO COMPRESSOR REFORCADO ORIGINAL;MOTOR;48,0;4016,63
PC000469;MANGUEIRA RADIADOR  PARALELA A;ARREFECIMENTO;2,0;284,87
PC000470;PINO MESTRE  PARALELA B;SUSPENSAO;9,0;378,2
PC000471;QUINTA RODA COMPLETA  PARALELA B;ARTICULACAO_5RODA;67,0;552,61
PC000472;EIXO CARDAN LEVE PARALELA B;TRANSMISSAO;3,0;5126,73
PC000473;PLATO DE EMBREAGEM PESADO PARALELA A;TRANSMISSAO;7,0;2910,6
PC000474;FILTRO DE OLEO MOTOR REFORCADO PARALELA A;MOTOR;7,0;391,06
PC000475;BATERIA 150AH STD PARALELA A;ELETRICA;2,0;630,99
PC000476;DISCO DE FREIO REFORCADO PARALELA A;FREIOS;9,0;289,26
PC000477;CILINDRO MESTRE REFORCADO PARALELA A;FREIOS;13,0;172,09
PC000478;CHICOTE ELETRICO STD PARALELA B;ELETRICA;23,0;201,0
PC000479;PARAFUSO DE RODA PESADO REMANUFATURADO;RODAS_PNEUS;136,0;918,32
PC000480;RADIADOR COMPLETO PESADO ORIGINAL;ARREFECIMENTO;6,0;885,52
PC000481;FILTRO DE OLEO CAMBIO  PARALELA A;FILTROS;82,0;29,36
PC000482;ESPELHO RETROVISOR REFORCADO PARALELA B;CARROCERIA;91,0;493,31
PC000483;RODA DE ACO ARO 22 PESADO ORIGINAL;RODAS_PNEUS;22,0;1337,11
PC000484;VIDRO LATERAL PESADO PARALELA B;CARROCERIA;7,0;473,73
PC000485;MANGOTE PNEUMATICO REFORCADO ORIGINAL;ARTICULACAO_5RODA;4,0;2232,98
PC000486;PARA-BRISA REFORCADO ORIGINAL;CARROCERIA;10,0;311,49
PC000487;AMORTECEDOR DIANTEIRO REFORCADO PARALELA B;SUSPENSAO;10,0;653,99
PC000488;FILTRO DE COMBUSTIVEL LEVE PARALELA B;FILTROS;3,0;29,56
PC000489;FILTRO DE AR MOTOR LEVE ORIGINAL;FILTROS;7,0;34,55
PC000490;VALVULA TERMOSTATICA PESADO PARALELA A;ARREFECIMENTO;78,0;365,39
PC000491;CAMARA DE AR  PARALELA A;RODAS_PNEUS;3,0;458,41
PC000492;FEIXE DE MOLA  PARALELA A;SUSPENSAO;3,0;740,55
PC000493;CORREIA DENTADA PESADO PARALELA A;MOTOR;51,0;4321,68
PC000494;ROLAMENTO DE RODA REFORCADO PARALELA A;RODAS_PNEUS;17,0;223,53
PC000495;SINCRONIZADOR PESADO PARALELA B;TRANSMISSAO;244,0;3146,42
PC000496;BOLSA DE AR SUSPENSAO REFORCADO PARALELA B;SUSPENSAO;3,0;666,73
PC000497;MANGUEIRA DE FREIO AR PESADO PARALELA B;FREIOS;34,0;208,04
PC000498;FILTRO SEPARADOR AGUA STD PARALELA A;FILTROS;1,0;114,97
PC000499;LONA DE FREIO  PARALELA A;FREIOS;12,0;104,49
PC000500;CRUZETA CARDAN LEVE REMANUFATURADO;TRANSMISSAO;12,0;3437,13
PC000501;PARA-CHOQUE DIANTEIRO  REMANUFATURADO;CARROCERIA;49,0;658,84
PC000502;VALVULA DE FREIO  PARALELA B;FREIOS;55,0;82,41
PC000504;BARRA ESTABILIZADORA LEVE ORIGINAL;SUSPENSAO;52,0;329,2
PC000505;AMORTECEDOR TRASEIRO  ORIGINAL;SUSPENSAO;34,0;279,39
PC000506;FILTRO DE CABINE  PARALELA B;FILTROS;8,0;78,6
PC000507;ENGATE DE REBOQUE STD PARALELA A;ARTICULACAO_5RODA;0,0;2955,73
PC000508;DISCO DE EMBREAGEM REFORCADO PARALELA A;TRANSMISSAO;36,0;838,01
PC000509;SAPATA DE FREIO  ORIGINAL;FREIOS;3,0;277,45
PC000510;BICO INJETOR PESADO PARALELA A;MOTOR;6,0;3420,43
PC000511;BUCHA DE MOLA REFORCADO ORIGINAL;SUSPENSAO;6,0;712,3
PC000512;VENTOINHA LEVE PARALELA B;ARREFECIMENTO;34,0;562,19
PC000513;CAMISA DE CILINDRO  ORIGINAL;MOTOR;4,0;1711,7
PC000514;BOMBA INJETORA STD REMANUFATURADO;MOTOR;29,0;6371,34
PC000515;TAMBOR DE FREIO REFORCADO PARALELA A;FREIOS;45,0;213,09
PC000516;ROLAMENTO DE EMBREAGEM PESADO PARALELA A;TRANSMISSAO;4,0;7742,6
PC000517;PINO REI LEVE PARALELA B;ARTICULACAO_5RODA;9,0;423,71
PC000518;PARA-LAMA LEVE REMANUFATURADO;CARROCERIA;160,0;431,0
PC000520;PNEU RADIAL 295/80 LEVE REMANUFATURADO;RODAS_PNEUS;3,0;1581,59
PC000521;MACANETA DE PORTA  ORIGINAL;CARROCERIA;2,0;86,0
PC000522;CUBO DE RODA STD REMANUFATURADO;RODAS_PNEUS;5,0;1552,5
PC000524;PASTILHA DE FREIO PESADO REMANUFATURADO;FREIOS;10,0;294,85
PC000525;CAIXA DE CAMBIO COMPLETA STD REMANUFATURADO;TRANSMISSAO;239,0;1106,01
PC000526;ALTERNADOR STD PARALELA B;ELETRICA;4,0;350,91
PC000527;LANTERNA TRASEIRA LEVE ORIGINAL;ELETRICA;3,0;64,16
PC000528;MOTOR DE PARTIDA REFORCADO ORIGINAL;ELETRICA;12,0;969,78
PC000529;JUNTA DE CABECOTE STD PARALELA B;MOTOR;5,0;3744,59
PC000530;SENSOR ABS  PARALELA A;ELETRICA;8,0;1021,24
PC000531;RESERVATORIO EXPANSAO  PARALELA B;ARREFECIMENTO;5,0;232,76
PC000532;TURBO COMPRESSOR REFORCADO PARALELA B;MOTOR;86,0;4758,3
PC000533;MANGUEIRA RADIADOR LEVE ORIGINAL;ARREFECIMENTO;6,0;1000,56
PC000534;PINO MESTRE STD REMANUFATURADO;SUSPENSAO;87,0;756,42
PC000535;QUINTA RODA COMPLETA  PARALELA B;ARTICULACAO_5RODA;7,0;2866,79
PC000536;EIXO CARDAN STD PARALELA B;TRANSMISSAO;14,0;3913,59
PC000537;PLATO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;20,0;2399,86
PC000538;FILTRO DE OLEO MOTOR STD REMANUFATURADO;MOTOR;20,0;3759,05
PC000539;BATERIA 150AH LEVE ORIGINAL;ELETRICA;11,0;725,11
PC000540;DISCO DE FREIO LEVE ORIGINAL;FREIOS;6,0;214,65
PC000541;CILINDRO MESTRE  ORIGINAL;FREIOS;18,0;281,49
PC000542;CHICOTE ELETRICO STD REMANUFATURADO;ELETRICA;2,0;1096,8
PC000543;PARAFUSO DE RODA STD ORIGINAL;RODAS_PNEUS;29,0;1568,34
PC000544;RADIADOR COMPLETO  ORIGINAL;ARREFECIMENTO;5,0;223,98
PC000545;FILTRO DE OLEO CAMBIO REFORCADO PARALELA A;FILTROS;10,0;74,11
PC000546;ESPELHO RETROVISOR REFORCADO ORIGINAL;CARROCERIA;39,0;261,68
PC000547;RODA DE ACO ARO 22 LEVE REMANUFATURADO;RODAS_PNEUS;20,0;594,64
PC000548;VIDRO LATERAL STD PARALELA A;CARROCERIA;4,0;264,72
PC000549;MANGOTE PNEUMATICO PESADO PARALELA A;ARTICULACAO_5RODA;149,0;1457,21
PC000550;PARA-BRISA LEVE REMANUFATURADO;CARROCERIA;4,0;97,21
PC000551;AMORTECEDOR DIANTEIRO  PARALELA A;SUSPENSAO;1,0;438,28
PC000552;FILTRO DE COMBUSTIVEL PESADO ORIGINAL;FILTROS;2,0;125,96
PC000553;FILTRO DE AR MOTOR  PARALELA A;FILTROS;27,0;47,74
PC000554;VALVULA TERMOSTATICA  ORIGINAL;ARREFECIMENTO;19,0;222,28
PC000555;CAMARA DE AR PESADO ORIGINAL;RODAS_PNEUS;218,0;1672,16
PC000556;FEIXE DE MOLA PESADO REMANUFATURADO;SUSPENSAO;34,0;198,16
PC000557;CORREIA DENTADA REFORCADO REMANUFATURADO;MOTOR;21,0;3241,48
PC000558;ROLAMENTO DE RODA LEVE ORIGINAL;RODAS_PNEUS;15,0;1175,04
PC000559;SINCRONIZADOR  ORIGINAL;TRANSMISSAO;26,0;4682,99
PC000560;BOLSA DE AR SUSPENSAO REFORCADO PARALELA B;SUSPENSAO;29,0;433,16
PC000561;MANGUEIRA DE FREIO AR PESADO REMANUFATURADO;FREIOS;27,0;280,07
PC000562;FILTRO SEPARADOR AGUA PESADO PARALELA B;FILTROS;2,0;50,92
PC000563;LONA DE FREIO  ORIGINAL;FREIOS;26,0;305,33
PC000564;CRUZETA CARDAN  PARALELA A;TRANSMISSAO;6,0;2825,18
PC000565;PARA-CHOQUE DIANTEIRO  PARALELA B;CARROCERIA;3,0;646,29
PC000566;VALVULA DE FREIO PESADO ORIGINAL;FREIOS;189,0;179,16
PC000567;FAROL DIANTEIRO LED STD PARALELA A;ELETRICA;92,0;999,54
PC000568;BARRA ESTABILIZADORA PESADO PARALELA A;SUSPENSAO;10,0;974,17
PC000569;AMORTECEDOR TRASEIRO STD PARALELA B;SUSPENSAO;49,0;671,25
PC000570;FILTRO DE CABINE PESADO PARALELA B;FILTROS;14,0;23,3
PC000571;ENGATE DE REBOQUE STD PARALELA A;ARTICULACAO_5RODA;27,0;358,9
PC000572;DISCO DE EMBREAGEM LEVE ORIGINAL;TRANSMISSAO;47,0;5315,29
PC000573;SAPATA DE FREIO LEVE PARALELA A;FREIOS;6,0;357,13
PC000574;BICO INJETOR REFORCADO ORIGINAL;MOTOR;3,0;4730,06
PC000575;BUCHA DE MOLA REFORCADO PARALELA A;SUSPENSAO;96,0;538,73
PC000576;VENTOINHA STD PARALELA B;ARREFECIMENTO;55,0;564,28
PC000577;CAMISA DE CILINDRO REFORCADO PARALELA B;MOTOR;6,0;355,63
PC000579;TAMBOR DE FREIO PESADO REMANUFATURADO;FREIOS;141,0;237,06
PC000580;ROLAMENTO DE EMBREAGEM  PARALELA A;TRANSMISSAO;5,0;1026,27
PC000581;PINO REI LEVE REMANUFATURADO;ARTICULACAO_5RODA;50,0;3073,78
PC000582;PARA-LAMA  REMANUFATURADO;CARROCERIA;23,0;106,18
PC000583;VALVULA DE ADMISSAO LEVE PARALELA B;MOTOR;5,0;2356,98
PC000584;PNEU RADIAL 295/80  PARALELA B;RODAS_PNEUS;97,0;763,8
PC000585;MACANETA DE PORTA LEVE REMANUFATURADO;CARROCERIA;9,0;770,18
PC000586;CUBO DE RODA PESADO PARALELA A;RODAS_PNEUS;1,0;1233,83
PC000587;BOMBA D AGUA  ORIGINAL;ARREFECIMENTO;140,0;847,54
PC000588;PASTILHA DE FREIO REFORCADO ORIGINAL;FREIOS;3,0;230,18
PC000589;CAIXA DE CAMBIO COMPLETA LEVE ORIGINAL;TRANSMISSAO;28,0;3362,39
PC000590;ALTERNADOR STD PARALELA B;ELETRICA;32,0;1016,21
PC000591;LANTERNA TRASEIRA  ORIGINAL;ELETRICA;6,0;510,72
PC000592;MOTOR DE PARTIDA LEVE PARALELA A;ELETRICA;5,0;623,02
PC000593;JUNTA DE CABECOTE LEVE ORIGINAL;MOTOR;5,0;4087,38
PC000594;SENSOR ABS STD ORIGINAL;ELETRICA;23,0;303,6
PC000595;RESERVATORIO EXPANSAO STD ORIGINAL;ARREFECIMENTO;27,0;639,98
PC000596;TURBO COMPRESSOR LEVE ORIGINAL;MOTOR;6,0;768,54
PC000597;MANGUEIRA RADIADOR REFORCADO ORIGINAL;ARREFECIMENTO;7,0;567,09
PC000598;PINO MESTRE LEVE ORIGINAL;SUSPENSAO;35,0;685,53
PC000599;QUINTA RODA COMPLETA REFORCADO PARALELA B;ARTICULACAO_5RODA;13,0;2198,11
PC000600;EIXO CARDAN LEVE ORIGINAL;TRANSMISSAO;1,0;1094,75
PC000601;PLATO DE EMBREAGEM PESADO PARALELA B;TRANSMISSAO;64,0;3653,05
PC000602;FILTRO DE OLEO MOTOR  PARALELA B;MOTOR;1,0;1830,86
PC000603;BATERIA 150AH  ORIGINAL;ELETRICA;3,0;1403,52
PC000604;DISCO DE FREIO REFORCADO ORIGINAL;FREIOS;134,0;207,43
PC000605;CILINDRO MESTRE  PARALELA A;FREIOS;3,0;314,18
PC000606;CHICOTE ELETRICO  PARALELA B;ELETRICA;7,0;944,14
PC000607;PARAFUSO DE RODA PESADO ORIGINAL;RODAS_PNEUS;5,0;1025,67
PC000608;RADIADOR COMPLETO LEVE PARALELA A;ARREFECIMENTO;2,0;477,16
PC000609;FILTRO DE OLEO CAMBIO REFORCADO PARALELA A;FILTROS;1,0;103,17
PC000610;ESPELHO RETROVISOR REFORCADO ORIGINAL;CARROCERIA;1,0;154,69
PC000611;RODA DE ACO ARO 22 LEVE PARALELA A;RODAS_PNEUS;53,0;975,05
PC000612;VIDRO LATERAL PESADO PARALELA A;CARROCERIA;32,0;202,7
PC000613;MANGOTE PNEUMATICO STD PARALELA B;ARTICULACAO_5RODA;1,0;1743,34
PC000614;PARA-BRISA PESADO PARALELA A;CARROCERIA;12,0;118,61
PC000615;AMORTECEDOR DIANTEIRO REFORCADO ORIGINAL;SUSPENSAO;9,0;944,45
PC000616;FILTRO DE COMBUSTIVEL REFORCADO ORIGINAL;FILTROS;7,0;112,98
PC000617;FILTRO DE AR MOTOR REFORCADO ORIGINAL;FILTROS;3,0;21,06
PC000618;VALVULA TERMOSTATICA STD REMANUFATURADO;ARREFECIMENTO;9,0;454,64
PC000619;CAMARA DE AR STD REMANUFATURADO;RODAS_PNEUS;1,0;512,57
PC000620;FEIXE DE MOLA  ORIGINAL;SUSPENSAO;9,0;872,19
PC000621;CORREIA DENTADA PESADO REMANUFATURADO;MOTOR;1,0;4770,86
PC000622;ROLAMENTO DE RODA PESADO PARALELA B;RODAS_PNEUS;63,0;831,36
PC000623;SINCRONIZADOR  ORIGINAL;TRANSMISSAO;0,0;2020,9
PC000624;BOLSA DE AR SUSPENSAO REFORCADO ORIGINAL;SUSPENSAO;27,0;160,06
PC000627;LONA DE FREIO STD PARALELA A;FREIOS;8,0;353,3
PC000628;CRUZETA CARDAN PESADO PARALELA A;TRANSMISSAO;25,0;1458,97
PC000629;PARA-CHOQUE DIANTEIRO  PARALELA A;CARROCERIA;1,0;599,27
PC000630;VALVULA DE FREIO STD ORIGINAL;FREIOS;2,0;393,92
PC000631;FAROL DIANTEIRO LED  REMANUFATURADO;ELETRICA;23,0;806,22
PC000632;BARRA ESTABILIZADORA  PARALELA B;SUSPENSAO;14,0;279,52
PC000633;AMORTECEDOR TRASEIRO  PARALELA A;SUSPENSAO;4,0;555,32
