Produto;Data;Quantidade;Valor Total;Categoria
Okidata ML390 Turbo Dot Matrix Printers;22/02/2009;40;19100,45;Technology
Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems;23/02/2009;30;1025,02;Office Supplies
Tennsco Lockers, Gray;23/02/2009;19;467,4;Office Supplies
Companion Letter/Legal File, Black;23/02/2009;22;834,81;Office Supplies
9-3/4 Diameter Round Wall Clock;23/02/2009;17;240,87;Furniture
Belkin Premiere Surge Master II 8-outlet surge protector;24/02/2009;12;580,46;Office Supplies
SAFCO Commercial Wire Shelving, Black;24/02/2009;17;2545,89;Office Supplies
Global Leather and Oak Executive Chair, Black;24/02/2009;46;14740,51;Furniture
Newell 343;24/02/2009;1;3,77;Office Supplies
Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;25/02/2009;39;1140,26;Furniture
"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack";25/02/2009;31;305,76;Office Supplies
"Dana Fluorescent Magnifying Lamp, White, 36""";25/02/2009;22;1102,3;Furniture
80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;25/02/2009;3;25,48;Technology
"Carina 42""Hx23 3/4""W Media Storage Unit";25/02/2009;31;2645,8;Office Supplies
Accessory41;26/02/2009;20;606,4;Technology
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;26/02/2009;22;127,33;Office Supplies
Sharp AL-1530CS Digital Copier;26/02/2009;20;10281,79;Technology
80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;26/02/2009;22;184,35;Technology
T28 WORLD;26/02/2009;23;3637,73;Technology
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";26/02/2009;24;990,1;Office Supplies
Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;26/02/2009;15;803,04;Office Supplies
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";26/02/2009;9;31,36;Office Supplies
Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11;26/02/2009;20;125,84;Office Supplies
StarTAC 6500;27/02/2009;16;1685,94;Technology
TI 30X Scientific Calculator;27/02/2009;28;334,89;Technology
O'Sullivan Elevations Bookcase, Cherry Finish;27/02/2009;10;1372,14;Furniture
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack";27/02/2009;14;71,47;Technology
3.6 Cubic Foot Counter Height Office Refrigerator;27/02/2009;39;11613,13;Office Supplies
Imation 3.5 IBM Formatted Diskettes, 10/Box;28/02/2009;23;187,8;Technology
Xerox 1979;28/02/2009;46;1419,83;Office Supplies
GBC VeloBinder Electric Binding Machine;28/02/2009;18;1979,47;Office Supplies
V3682;28/02/2009;29;2823,04;Technology
Memorex 4.7GB DVD+RW, 3/Pack;01/03/2009;25;667,36;Technology
Staples 1 Part Blank Computer Paper;01/03/2009;37;434,77;Office Supplies
KF 788;01/03/2009;38;1409,09;Technology
Lexmark Z54se Color Inkjet Printer;01/03/2009;10;866,66;Technology
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";01/03/2009;8;327,61;Office Supplies
Canon imageCLASS 2200 Advanced Copier;01/03/2009;1;3550,28;Technology
Eldon® Wave Desk Accessories;01/03/2009;13;32,37;Furniture
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";02/03/2009;1;199,48;Furniture
Fellowes 17-key keypad for PS/2 interface;02/03/2009;29;862,2;Technology
80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;02/03/2009;47;421,08;Technology
5165;02/03/2009;15;2211,73;Technology
Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;02/03/2009;20;1846,76;Furniture
Avery 501;02/03/2009;3;12,01;Office Supplies
Eldon® Wave Desk Accessories;03/03/2009;34;74,3;Furniture
Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs;04/03/2009;14;3950,6;Furniture
TimeportP7382;04/03/2009;6;973,86;Technology
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack";04/03/2009;1;12,18;Office Supplies
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";05/03/2009;25;2553,84;Furniture
Fellowes EZ Multi-Media Keyboard;05/03/2009;5;185,79;Technology
Hon 94000 Series Round Tables;05/03/2009;21;6005,21;Furniture
Heavy-Duty E-Z-D® Binders;05/03/2009;44;479,96;Office Supplies
Telescoping Adjustable Floor Lamp;05/03/2009;9;196,41;Furniture
"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box";05/03/2009;45;440,39;Office Supplies
Southworth 25% Cotton Premium Laser Paper and Envelopes;05/03/2009;9;186,67;Office Supplies
Newell 337;05/03/2009;27;96,99;Office Supplies
6120;05/03/2009;36;2051,82;Technology
Hon Comfortask® Task/Swivel Chairs;06/03/2009;10;1187,12;Furniture
Euro Pro Shark Stick Mini Vacuum;06/03/2009;26;1523,5;Office Supplies
Xerox 204;06/03/2009;16;108,31;Office Supplies
Bush® Cubix Conference Tables, Fully Assembled;06/03/2009;14;3236,8;Furniture
Panasonic KX-P3626 Dot Matrix Printer;07/03/2009;20;9418,14;Technology
Lexmark Z25 Color Inkjet Printer;08/03/2009;11;851,24;Technology
Global Leather and Oak Executive Chair, Black;08/03/2009;11;3571,84;Furniture
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";08/03/2009;33;310,44;Office Supplies
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator;08/03/2009;50;2451,41;Technology
Fellowes Super Stor/Drawer® Files;08/03/2009;15;2466,02;Office Supplies
Bravo II Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;09/03/2009;21;118,51;Office Supplies
Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;09/03/2009;33;12215,43;Technology
"Executive Impressions 13"" Clairmont Wall Clock";09/03/2009;42;843,53;Furniture
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";09/03/2009;35;285,01;Office Supplies
Accessory9;09/03/2009;33;987,32;Technology
Polycom ViewStation ISDN Videoconferencing Unit;10/03/2009;3;18888,0;Technology
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;10/03/2009;6;608,93;Technology
Xerox 1991;10/03/2009;25;590,6;Office Supplies
Xerox 1961;10/03/2009;36;175,35;Office Supplies
Avery Printable Repositionable Plastic Tabs;11/03/2009;36;317,59;Office Supplies
Accessory39;11/03/2009;44;774,05;Technology
Fellowes Staxonsteel® Drawer Files;11/03/2009;18;3497,05;Office Supplies
US Robotics 56K V.92 External Faxmodem;11/03/2009;11;1064,23;Technology
EcoTones® Memo Sheets;12/03/2009;31;131,43;Office Supplies
Keytronic French Keyboard;12/03/2009;15;1146,41;Technology
Accessory41;12/03/2009;39;1233,48;Technology
Keytronic French Keyboard;12/03/2009;20;1388,91;Technology
DS/HD IBM Formatted Diskettes, 200/Pack - Staples;12/03/2009;31;1526,67;Technology
Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;12/03/2009;46;5074,07;Furniture
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator;12/03/2009;34;1806,65;Technology
"ACCOHIDE® 3-Ring Binder, Blue, 1""";13/03/2009;3;17,52;Office Supplies
US Robotics 56K V.92 External Faxmodem;13/03/2009;25;2493,24;Technology
Xerox 210;13/03/2009;19;123,1;Office Supplies
i2000;13/03/2009;2;201,18;Technology
Accessory4;14/03/2009;19;1426,51;Technology
Xerox 1971;14/03/2009;24;109,86;Office Supplies
O'Sullivan Living Dimensions 3-Shelf Bookcases;14/03/2009;45;9539,6;Furniture
Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;14/03/2009;36;7223,59;Furniture
Bevis Round Conference Table Top, X-Base;14/03/2009;6;934,22;Furniture
Laminate Occasional Tables;14/03/2009;38;5679,59;Furniture
Deflect-o Glass Clear Studded Chair Mats;14/03/2009;34;1932,58;Furniture
Belkin 107-key enhanced keyboard, USB/PS/2 interface;15/03/2009;17;281,84;Technology
Hon 94000 Series Round Tables;15/03/2009;24;7287,55;Furniture
Coloredge Poster Frame;15/03/2009;6;93,73;Furniture
SC7868i;15/03/2009;2;200,75;Technology
Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;15/03/2009;13;396,04;Furniture
Newell 310;15/03/2009;17;30,62;Office Supplies
Park Ridge Embossed Executive Business Envelopes;16/03/2009;14;211,88;Office Supplies
Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;16/03/2009;20;1351,43;Office Supplies
Boston 1730 StandUp Electric Pencil Sharpener;16/03/2009;17;357,91;Office Supplies
Master Giant Foot® Doorstop, Safety Yellow;16/03/2009;11;82,42;Furniture
Xerox 1947;17/03/2009;39;223,64;Office Supplies
Avoid Verbal Orders Carbonless Minifold Book;17/03/2009;25;82,21;Office Supplies
Imation Neon Mac Format Diskettes, 10/Pack;17/03/2009;38;336,85;Technology
Bush Cubix Collection Bookcases, Fully Assembled;18/03/2009;44;10364,36;Furniture
Tennsco Lockers, Gray;18/03/2009;18;433,31;Office Supplies
1726 Digital Answering Machine;18/03/2009;19;356,46;Technology
Avery 49;18/03/2009;10;29,23;Office Supplies
Xerox 1974;18/03/2009;23;130,16;Office Supplies
Xerox 1993;18/03/2009;7;53,55;Office Supplies
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;18/03/2009;16;5403,75;Furniture
Honeywell Quietcare HEPA Air Cleaner;18/03/2009;32;2564,45;Office Supplies
Staples Premium Bright 1-Part Blank Computer Paper;19/03/2009;29;374,67;Office Supplies
SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp;19/03/2009;39;936,8;Technology
Epson LQ-570e Dot Matrix Printer;19/03/2009;9;2503,86;Technology
8860;19/03/2009;19;1063,35;Technology
GBC Standard Therm-A-Bind Covers;19/03/2009;11;259,69;Office Supplies
Newell 342;19/03/2009;28;96,71;Office Supplies
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";19/03/2009;28;154,61;Office Supplies
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""";20/03/2009;11;100,36;Office Supplies
Belkin 105-Key Black Keyboard;20/03/2009;7;150,77;Technology
High Speed Automatic Electric Letter Opener;20/03/2009;6;9620,82;Office Supplies
Avery 479;20/03/2009;9;23,46;Office Supplies
Rush Hierlooms Collection Rich Wood Bookcases;20/03/2009;30;4620,05;Furniture
Nu-Dell Executive Frame;20/03/2009;33;404,91;Furniture
Xerox 200;21/03/2009;30;186,79;Office Supplies
TimeportP7382;21/03/2009;40;6636,66;Technology
GBC DocuBind 200 Manual Binding Machine;21/03/2009;41;18081,76;Office Supplies
Tenex Personal Project File with Scoop Front Design, Black;21/03/2009;37;522,62;Office Supplies
Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum;21/03/2009;44;2587,53;Technology
Polycom ViewStation ISDN Videoconferencing Unit;21/03/2009;13;89061,05;Technology
Eldon® Gobal File Keepers;22/03/2009;42;636,34;Office Supplies
Adesso Programmable 142-Key Keyboard;22/03/2009;16;2232,66;Technology
Xerox 1910;22/03/2009;18;881,32;Office Supplies
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;22/03/2009;44;7312,86;Furniture
Panasonic KX-P1150 Dot Matrix Printer;22/03/2009;32;4856,1;Technology
Epson DFX5000+ Dot Matrix Printer;22/03/2009;5;7486,09;Technology
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";22/03/2009;4;33,54;Office Supplies
Newell 320;22/03/2009;5;22,77;Office Supplies
Avery 493;22/03/2009;9;47,28;Office Supplies
80 Minute CD-R Spindle, 100/Pack - Staples;22/03/2009;17;642,9;Technology
Logitech Access Keyboard;22/03/2009;39;605,16;Technology
Staples Premium Bright 1-Part Blank Computer Paper;22/03/2009;27;337,61;Office Supplies
Sharp EL500L Fraction Calculator;23/03/2009;36;551,44;Technology
Canon PC1080F Personal Copier;23/03/2009;3;1759,65;Technology
Staples SlimLine Pencil Sharpener;23/03/2009;7;88,59;Office Supplies
"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box";23/03/2009;45;452,93;Office Supplies
Presstex Flexible Ring Binders;23/03/2009;25;106,04;Office Supplies
Super Decoflex Portable Personal File;23/03/2009;28;435,39;Office Supplies
*Staples* Highlighting Markers;23/03/2009;20;103,39;Office Supplies
DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;24/03/2009;6;60,67;Furniture
Avery Premier Heavy-Duty Binder with Round Locking Rings;24/03/2009;42;580,56;Office Supplies
Tyvek® Side-Opening Peel & Seel® Expanding Envelopes;24/03/2009;15;1386,69;Office Supplies
Fellowes Staxonsteel® Drawer Files;24/03/2009;32;6195,87;Office Supplies
Decoflex Hanging Personal Folder File;24/03/2009;6;101,52;Office Supplies
G.E. Longer-Life Indoor Recessed Floodlight Bulbs;24/03/2009;17;107,56;Furniture
Balt Split Level Computer Training Table;24/03/2009;23;2527,79;Furniture
Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;25/03/2009;20;234,09;Furniture
Ibico Presentation Index for Binding Systems;25/03/2009;47;193,63;Office Supplies
Xerox 207;25/03/2009;9;64,29;Office Supplies
Computer Printout Paper with Letter-Trim Perforations;25/03/2009;30;617,51;Office Supplies
Hunt Boston® Vacuum Mount KS Pencil Sharpener;25/03/2009;46;1605,22;Office Supplies
Staples Standard Envelopes;25/03/2009;20;108,09;Office Supplies
DMI Eclipse Executive Suite Bookcases;25/03/2009;27;14357,85;Furniture
Xerox 1964;25/03/2009;2;55,34;Office Supplies
Xerox 1933;25/03/2009;23;278,83;Office Supplies
Canon MP41DH Printing Calculator;25/03/2009;11;1610,29;Technology
Sanford Liquid Accent Highlighters;26/03/2009;41;271,11;Office Supplies
Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;26/03/2009;7;545,04;Office Supplies
Iris® 3-Drawer Stacking Bin, Black;26/03/2009;29;606,91;Office Supplies
XtraLife® ClearVue Slant-D® Ring Binders by Cardinal;26/03/2009;29;225,25;Office Supplies
Holmes Harmony HEPA Air Purifier for 17 x 20 Room;26/03/2009;20;4520,6;Office Supplies
Wilson Jones Impact Binders;26/03/2009;7;38,37;Office Supplies
Panasonic KX-P2130 Dot Matrix Printer;27/03/2009;46;9304,2;Technology
Logitech Access Keyboard;27/03/2009;34;507,66;Technology
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";27/03/2009;29;547,82;Furniture
Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;27/03/2009;3;57,48;Office Supplies
Xerox 1882;27/03/2009;31;1685,05;Office Supplies
Sanford Liquid Accent Highlighters;27/03/2009;2;15,26;Office Supplies
2180;27/03/2009;39;5250,66;Technology
Lock-Up Easel 'Spel-Binder';27/03/2009;26;733,92;Office Supplies
Staples 6 Outlet Surge;27/03/2009;25;286,07;Office Supplies
Global Leather & Oak Executive Chair, Burgundy;27/03/2009;11;1736,26;Furniture
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";27/03/2009;36;307,65;Office Supplies
Canon P1-DHIII Palm Printing Calculator;27/03/2009;7;140,59;Technology
Imation Neon Mac Format Diskettes, 10/Pack;27/03/2009;41;322,03;Technology
Deflect-o EconoMat Nonstudded, No Bevel Mat;27/03/2009;49;2470,84;Furniture
Memorex 4.7GB DVD+R, 3/Pack;27/03/2009;6;99,11;Technology
Global Stack Chair without Arms, Black;28/03/2009;6;171,77;Furniture
Canon MP41DH Printing Calculator;28/03/2009;16;2365,43;Technology
HP Office Paper (20Lb. and 87 Bright);28/03/2009;42;294,78;Office Supplies
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";28/03/2009;48;522,97;Furniture
Lexmark Z54se Color Inkjet Printer;28/03/2009;10;958,18;Technology
5165;28/03/2009;40;5945,37;Technology
Xerox 1962;28/03/2009;48;199,46;Office Supplies
Staples SlimLine Pencil Sharpener;29/03/2009;18;215,93;Office Supplies
Accessory9;29/03/2009;19;568,74;Technology
HP Office Recycled Paper (20Lb. and 87 Bright);29/03/2009;29;177,41;Office Supplies
Targus USB Numeric Keypad;29/03/2009;27;1068,7;Technology
Microsoft Natural Keyboard Elite;30/03/2009;23;987,17;Technology
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;30/03/2009;45;240,6;Office Supplies
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";30/03/2009;35;187,84;Office Supplies
Newell 315;30/03/2009;41;231,26;Office Supplies
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer;30/03/2009;46;3449,26;Technology
Xerox 188;30/03/2009;2;29,03;Office Supplies
Accessory6;30/03/2009;5;236,88;Technology
Accessory36;31/03/2009;1;54,08;Technology
1726 Digital Answering Machine;31/03/2009;8;155,92;Technology
Prang Dustless Chalk Sticks;31/03/2009;18;31,13;Office Supplies
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;01/04/2009;23;2287,1;Technology
Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;01/04/2009;1;17,62;Office Supplies
Novimex Fabric Task Chair;01/04/2009;9;566,53;Furniture
Gyration Ultra Cordless Optical Suite;01/04/2009;15;1444,88;Technology
Accessory35;01/04/2009;30;835,15;Technology
Ibico Covers for Plastic or Wire Binding Elements;01/04/2009;23;265,31;Office Supplies
i2000;01/04/2009;7;771,83;Technology
Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center;02/04/2009;16;1427,67;Office Supplies
Xerox 1938;02/04/2009;11;499,26;Office Supplies
Global Push Button Manager's Chair, Indigo;02/04/2009;28;1801,95;Furniture
Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate;02/04/2009;17;585,47;Office Supplies
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;02/04/2009;40;14075,99;Furniture
Deflect-o Glass Clear Studded Chair Mats;03/04/2009;29;1958,32;Furniture
Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;04/04/2009;33;2118,26;Office Supplies
GBC Plastic Binding Combs;04/04/2009;8;70,55;Office Supplies
Xerox 220;04/04/2009;49;305,96;Office Supplies
Accessory31;04/04/2009;46;1477,57;Technology
EcoTones® Memo Sheets;04/04/2009;19;77,61;Office Supplies
Avery 493;04/04/2009;47;228,46;Office Supplies
Avery Flip-Chart Easel Binder, Black;05/04/2009;26;564,98;Office Supplies
G.E. Halogen Desk Lamp Bulbs;05/04/2009;18;129,48;Furniture
Accessory34;05/04/2009;15;1093,64;Technology
Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;05/04/2009;45;1553,38;Office Supplies
Fellowes Personal Hanging Folder Files, Navy;06/04/2009;27;384,74;Office Supplies
Southworth 25% Cotton Antique Laid Paper & Envelopes;06/04/2009;37;313,4;Office Supplies
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";06/04/2009;39;2413,53;Furniture
Computer Printout Paper with Letter-Trim Perforations;06/04/2009;40;746,93;Office Supplies
DAX Cubicle Frames - 8x10;06/04/2009;41;241,9;Furniture
Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;06/04/2009;31;9459,94;Furniture
600 Series Non-Flip;06/04/2009;14;570,53;Technology
*Staples* Highlighting Markers;06/04/2009;16;77,96;Office Supplies
Timeport L7089;06/04/2009;44;4851,5;Technology
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";06/04/2009;38;6532,48;Furniture
Fellowes Personal Hanging Folder Files, Navy;06/04/2009;49;645,14;Office Supplies
Fellowes Officeware Wire Shelving;06/04/2009;17;1556,61;Office Supplies
Martin-Yale Premier Letter Opener;06/04/2009;50;608,21;Office Supplies
Advantus Push Pins;06/04/2009;29;65,16;Office Supplies
Staples Brown Kraft Recycled Clasp Envelopes;07/04/2009;11;68,46;Office Supplies
"Executive Impressions 12"" Wall Clock";07/04/2009;14;244,85;Furniture
Eldon Executive Woodline II Cherry Finish Desk Accessories;07/04/2009;21;885,23;Furniture
Avery 485;07/04/2009;20;244,39;Office Supplies
Hot File® 7-Pocket, Floor Stand;07/04/2009;3;581,42;Office Supplies
Keytronic Designer 104- Key Black Keyboard;07/04/2009;36;1423,35;Technology
g520;07/04/2009;36;2144,92;Technology
Presstex Flexible Ring Binders;08/04/2009;37;161,02;Office Supplies
TDK 4.7GB DVD-R Spindle, 15/Pack;08/04/2009;46;1895,55;Technology
Xerox 1932;08/04/2009;39;1357,53;Office Supplies
Avery 51;08/04/2009;3;32,76;Office Supplies
Belkin F9M820V08 8 Outlet Surge;08/04/2009;34;1562,97;Office Supplies
Grip Seal Envelopes;08/04/2009;27;129,1;Office Supplies
Hoover Portapower Portable Vacuum;09/04/2009;8;85,85;Office Supplies
Hunt Boston® Vacuum Mount KS Pencil Sharpener;09/04/2009;2;75,23;Office Supplies
Newell 326;09/04/2009;11;18,7;Office Supplies
Holmes Replacement Filter for HEPA Air Cleaner, Large Room;09/04/2009;31;449,47;Office Supplies
Fuji Slim Jewel Case CD-R;09/04/2009;46;99,94;Technology
DAX Solid Wood Frames;09/04/2009;36;350,71;Furniture
