Produto;EstoqueAtual;CustoUnitario;Fornecedor
PC000781;3,0;5209,05;Não informado
PC000782;8,0;294,99;Não informado
PC000783;20,0;1041,3;Não informado
PC000784;2,0;626,59;Não informado
PC000785;1,0;656,7;Não informado
PC000786;6,0;1367,9;Não informado
PC000787;9,0;94,7;Não informado
PC000788;250,0;1313,9;Não informado
PC000789;68,0;798,97;Não informado
PC000790;19,0;1045,51;Não informado
PC000791;14,0;2594,88;Não informado
PC000792;2,0;5942,74;Não informado
PC000793;9,0;2589,29;Não informado
PC000794;6,0;4044,0;Não informado
PC000795;11,0;1033,0;Não informado
PC000796;18,0;321,74;Não informado
PC000797;3,0;189,91;Não informado
PC000798;13,0;41,02;Não informado
PC000799;63,0;927,29;Não informado
PC000800;30,0;885,52;Não informado
PC000802;20,0;44,31;Não informado
PC000803;83,0;312,4;Não informado
PC000804;8,0;475,09;Não informado
PC000805;30,0;1550,51;Não informado
PC000806;4,0;197,42;Não informado
PC000807;100,0;941,26;Não informado
PC000808;35,0;30,28;Não informado
PC000809;14,0;22,99;Não informado
PC000810;67,0;397,67;Não informado
PC000811;63,0;766,09;Não informado
PC000812;2,0;1223,85;Não informado
PC000813;13,0;1713,64;Não informado
PC000814;54,0;129,46;Não informado
PC000815;499,0;5073,32;Não informado
PC000817;3,0;73,56;Não informado
PC000818;52,0;56,12;Não informado
PC000819;5,0;267,09;Não informado
PC000820;105,0;1065,87;Não informado
PC000821;964,0;770,91;Não informado
PC000822;36,0;136,02;Não informado
PC000823;25,0;629,93;Não informado
PC000824;4,0;668,19;Não informado
PC000825;34,0;211,29;Não informado
PC000826;90,0;79,39;Não informado
PC000827;2,0;2671,45;Não informado
PC000828;8,0;1850,42;Não informado
PC000829;69,0;257,32;Não informado
PC000830;6,0;4415,99;Não informado
PC000831;3,0;945,45;Não informado
PC000832;12,0;516,79;Não informado
PC000833;47,0;4268,96;Não informado
PC000834;5,0;2975,04;Não informado
PC000835;3,0;245,57;Não informado
PC000836;28,0;2533,96;Não informado
PC000837;73,0;2400,01;Não informado
PC000838;6,0;215,89;Não informado
PC000839;8,0;5322,64;Não informado
PC000840;13,0;811,96;Não informado
PC000841;16,0;699,15;Não informado
PC000842;70,0;653,81;Não informado
PC000843;31,0;642,42;Não informado
PC000844;9,0;419,13;Não informado
PC000845;22,0;2482,56;Não informado
PC000846;10,0;62,34;Não informado
PC000847;26,0;498,75;Não informado
PC000848;1,0;113,11;Não informado
PC000849;10,0;856,42;Não informado
PC000850;30,0;63,54;Não informado
PC000851;40,0;400,27;Não informado
PC000852;5,0;2646,88;Não informado
PC000854;11,0;508,51;Não informado
PC000855;73,0;847,01;Não informado
PC000856;1,0;2588,81;Não informado
PC000857;4,0;3080,86;Não informado
PC000858;48,0;5580,14;Não informado
PC000859;10,0;567,48;Não informado
PC000860;6,0;46,92;Não informado
PC000861;6,0;320,15;Não informado
PC000862;6,0;84,83;Não informado
PC000863;39,0;666,4;Não informado
PC000864;1,0;551,39;Não informado
PC000865;29,0;28,29;Não informado
PC000866;0,0;252,67;Não informado
PC000867;16,0;394,55;Não informado
PC000868;2,0;724,81;Não informado
PC000869;3,0;1674,38;Não informado
PC000870;7,0;179,91;Não informado
PC000871;9,0;308,17;Não informado
PC000872;62,0;39,93;Não informado
PC000873;84,0;44,26;Não informado
PC000874;3,0;494,29;Não informado
PC000875;26,0;152,66;Não informado
PC000876;20,0;802,78;Não informado
PC000877;9,0;4318,66;Não informado
PC000878;44,0;973,44;Não informado
PC000879;213,0;6154,71;Não informado
PC000880;1,0;884,94;Não informado
PC000881;141,0;334,81;Não informado
PC000882;3,0;43,61;Não informado
PC000883;25,0;200,99;Não informado
PC000885;1,0;816,75;Não informado
PC000886;14,0;86,02;Não informado
PC000887;39,0;523,6;Não informado
PC000888;58,0;835,14;Não informado
PC000889;55,0;806,6;Não informado
PC000890;102,0;28,71;Não informado
PC000891;1,0;2390,98;Não informado
PC000892;1,0;2859,34;Não informado
PC000893;43,0;105,48;Não informado
PC000894;16,0;5158,83;Não informado
PC000895;8,0;414,18;Não informado
PC000896;142,0;196,36;Não informado
PC000897;7,0;3090,8;Não informado
PC000898;9,0;640,96;Não informado
PC000901;2,0;2580,59;Não informado
PC000902;10,0;756,56;Não informado
PC000903;19,0;4754,1;Não informado
PC000904;77,0;813,33;Não informado
PC000905;3,0;79,03;Não informado
PC000906;7,0;1271,01;Não informado
PC000907;10,0;862,87;Não informado
PC000908;12,0;137,66;Não informado
PC000909;1,0;1747,14;Não informado
PC000910;2,0;73,39;Não informado
PC000911;7,0;880,53;Não informado
PC000912;7,0;794,59;Não informado
PC000913;7,0;5696,49;Não informado
PC000914;4,0;894,75;Não informado
PC000915;2,0;579,37;Não informado
PC000916;2,0;1905,33;Não informado
PC000917;70,0;315,71;Não informado
PC000920;122,0;4709,95;Não informado
PC000921;120,0;3591,7;Não informado
PC000922;49,0;630,12;Não informado
PC000923;77,0;680,27;Não informado
PC000924;26,0;186,78;Não informado
PC000925;21,0;97,04;Não informado
PC000926;44,0;339,81;Não informado
PC000927;137,0;1847,29;Não informado
PC000930;1,0;282,15;Não informado
PC000931;3,0;1419,65;Não informado
PC000932;1,0;486,33;Não informado
PC000933;1,0;1173,91;Não informado
PC000934;28,0;540,67;Não informado
PC000935;18,0;589,55;Não informado
PC000936;32,0;118,9;Não informado
PC000938;150,0;128,92;Não informado
PC000939;21,0;311,36;Não informado
PC000940;39,0;783,88;Não informado
PC000941;5,0;799,42;Não informado
PC000942;3,0;1413,32;Não informado
PC000943;74,0;5989,82;Não informado
PC000944;23,0;560,83;Não informado
PC000945;45,0;422,04;Não informado
PC000946;2,0;102,35;Não informado
PC000947;9,0;261,16;Não informado
PC000948;25,0;3106,04;Não informado
PC000949;44,0;472,65;Não informado
PC000950;64,0;115,42;Não informado
PC000951;3,0;985,51;Não informado
PC000952;24,0;352,62;Não informado
PC000953;22,0;162,64;Não informado
PC000954;62,0;21,67;Não informado
PC000955;10,0;562,14;Não informado
PC000956;36,0;3181,53;Não informado
PC000957;1,0;235,64;Não informado
PC000958;60,0;2017,95;Não informado
PC000959;37,0;305,87;Não informado
PC000960;537,0;781,29;Não informado
PC000961;15,0;3511,47;Não informado
PC000962;15,0;1801,73;Não informado
PC000963;30,0;149,84;Não informado
PC000964;20,0;2093,3;Não informado
PC000965;73,0;375,22;Não informado
PC000966;37,0;1022,29;Não informado
PC000967;1,0;409,22;Não informado
PC000968;1,0;1207,8;Não informado
PC000969;15,0;732,49;Não informado
PC000970;0,0;918,29;Não informado
PC000971;12,0;432,4;Não informado
PC000972;74,0;52,05;Não informado
PC000973;4,0;6000,27;Não informado
PC000974;16,0;578,62;Não informado
PC000975;10,0;365,77;Não informado
PC000976;2,0;713,84;Não informado
PC000977;1,0;3350,58;Não informado
PC000978;22,0;488,32;Não informado
PC000979;29,0;1047,98;Não informado
PC000980;317,0;4488,57;Não informado
PC000981;148,0;399,44;Não informado
PC000982;9,0;844,63;Não informado
PC000983;63,0;1527,18;Não informado
PC000984;18,0;5212,13;Não informado
PC000985;3,0;4918,08;Não informado
PC000986;120,0;4042,08;Não informado
PC000987;1,0;704,3;Não informado
PC000988;13,0;343,07;Não informado
PC000989;2,0;290,93;Não informado
PC000990;7,0;856,21;Não informado
PC000991;223,0;669,07;Não informado
PC000992;2,0;375,2;Não informado
PC000993;12,0;43,95;Não informado
PC000994;5,0;805,56;Não informado
PC000995;21,0;1218,02;Não informado
PC000996;2,0;695,02;Não informado
PC000997;3,0;1293,03;Não informado
PC000998;13,0;554,16;Não informado
PC000999;5,0;744,32;Não informado
PC001000;6,0;18,75;Não informado
PC001001;2,0;68,27;Não informado
PC001002;11,0;144,3;Não informado
PC001003;40,0;863,16;Não informado
PC001004;46,0;573,95;Não informado
PC001005;139,0;2109,34;Não informado
PC001006;6,0;656,4;Não informado
PC001007;221,0;6689,17;Não informado
PC001008;4,0;294,04;Não informado
PC001009;5,0;235,67;Não informado
PC001010;27,0;110,88;Não informado
PC001011;41,0;60,61;Não informado
PC001012;10,0;6260,98;Não informado
PC001013;7,0;537,94;Não informado
PC001014;17,0;59,07;Não informado
PC001015;25,0;429,47;Não informado
PC001016;72,0;597,05;Não informado
PC001017;6,0;1060,4;Não informado
PC001018;438,0;41,15;Não informado
PC001019;7,0;1358,72;Não informado
PC001020;3,0;4816,8;Não informado
PC001021;14,0;175,25;Não informado
PC001022;3,0;3014,41;Não informado
PC001023;7,0;464,53;Não informado
PC001024;1,0;358,0;Não informado
PC001025;32,0;2895,92;Não informado
PC001026;4,0;752,79;Não informado
PC001027;10,0;193,93;Não informado
PC001028;29,0;2048,08;Não informado
PC001029;28,0;2303,6;Não informado
PC001030;314,0;541,6;Não informado
PC001031;5,0;1231,46;Não informado
PC001032;1,0;837,05;Não informado
PC001033;22,0;161,9;Não informado
PC001034;185,0;1449,62;Não informado
PC001035;31,0;856,66;Não informado
PC001036;5,0;373,15;Não informado
PC001037;16,0;3987,89;Não informado
PC001038;16,0;148,76;Não informado
PC001039;55,0;955,46;Não informado
PC001040;10,0;905,13;Não informado
PC001041;35,0;782,3;Não informado
PC001042;7,0;44,55;Não informado
PC001043;64,0;587,13;Não informado
PC001044;82,0;1300,38;Não informado
PC001045;1,0;696,53;Não informado
PC001046;3,0;523,86;Não informado
PC001047;61,0;2607,41;Não informado
PC001048;33,0;5244,85;Não informado
PC001049;4,0;4922,76;Não informado
PC001051;41,0;277,35;Não informado
PC001052;3,0;147,5;Não informado
PC001053;106,0;174,52;Não informado
PC001054;15,0;247,73;Não informado
PC001055;9,0;731,03;Não informado
PC001056;40,0;227,76;Não informado
PC001057;91,0;38,3;Não informado
PC001058;22,0;759,76;Não informado
PC001059;61,0;151,42;Não informado
PC001060;14,0;384,91;Não informado
PC001061;29,0;1938,23;Não informado
PC001062;32,0;713,94;Não informado
PC001065;51,0;77,19;Não informado
PC001066;35,0;581,95;Não informado
PC001067;38,0;875,3;Não informado
PC001068;20,0;820,97;Não informado
PC001069;1,0;4158,67;Não informado
PC001070;24,0;1987,9;Não informado
PC001071;48,0;5725,24;Não informado
PC001072;3,0;883,38;Não informado
PC001073;39,0;199,94;Não informado
PC001074;3,0;60,78;Não informado
PC001075;4,0;268,98;Não informado
PC001076;13,0;4712,79;Não informado
PC001077;62,0;530,58;Não informado
PC001078;2,0;296,38;Não informado
PC001079;106,0;654,74;Não informado
PC001080;2,0;696,96;Não informado
PC001081;29,0;372,05;Não informado
PC001082;26,0;20,86;Não informado
PC001083;37,0;1707,97;Não informado
PC001084;9,0;2182,96;Não informado
PC001085;20,0;251,44;Não informado
PC001086;40,0;1984,89;Não informado
PC001087;19,0;514,54;Não informado
PC001088;6,0;263,37;Não informado
PC001089;71,0;2049,14;Não informado
PC001090;5,0;2837,89;Não informado
PC001091;25,0;215,59;Não informado
PC001092;1,0;5871,86;Não informado
PC001093;37,0;1456,5;Não informado
PC001094;27,0;129,7;Não informado
PC001095;6,0;4419,41;Não informado
PC001096;35,0;1403,36;Não informado
PC001097;46,0;551,51;Não informado
PC001098;7,0;1363,91;Não informado
PC001099;2,0;323,04;Não informado
PC001100;11,0;271,93;Não informado
PC001101;1,0;482,4;Não informado
PC001102;10,0;622,73;Não informado
PC001103;38,0;881,76;Não informado
PC001104;63,0;962,56;Não informado
PC001105;13,0;3606,4;Não informado
PC001106;7,0;1438,18;Não informado
PC001107;5,0;443,33;Não informado
PC001108;9,0;539,25;Não informado
PC001109;7,0;306,14;Não informado
PC001110;5,0;236,13;Não informado
PC001111;6,0;2417,91;Não informado
PC001112;7,0;4910,95;Não informado
PC001113;17,0;3949,75;Não informado
PC001114;3,0;5623,76;Não informado
PC001115;721,0;550,19;Não informado
PC001116;3,0;176,49;Não informado
PC001117;8,0;100,86;Não informado
PC001118;85,0;337,59;Não informado
PC001119;202,0;950,25;Não informado
PC001120;11,0;629,18;Não informado
PC001121;15,0;33,53;Não informado
PC001122;0,0;776,1;Não informado
PC001123;106,0;917,01;Não informado
PC001124;5,0;623,87;Não informado
PC001125;50,0;2119,26;Não informado
PC001126;24,0;626,12;Não informado
PC001127;62,0;1107,84;Não informado
PC001128;4,0;70,21;Não informado
PC001129;8,0;92,68;Não informado
PC001130;1,0;641,48;Não informado
PC001131;7,0;788,15;Não informado
PC001132;5,0;692,02;Não informado
PC001133;19,0;2677,23;Não informado
PC001134;12,0;1167,82;Não informado
PC001135;0,0;2744,12;Não informado
PC001136;101,0;837,87;Não informado
PC001138;2,0;104,6;Não informado
PC001139;23,0;231,26;Não informado
PC001140;4,0;8813,6;Não informado
PC001141;225,0;766,57;Não informado
PC001142;9,0;412,49;Não informado
PC001143;8,0;473,9;Não informado
PC001144;43,0;321,37;Não informado
PC001145;1,0;729,42;Não informado
PC001146;1,0;62,52;Não informado
PC001147;8,0;2098,96;Não informado
PC001148;19,0;1888,25;Não informado
PC001149;35,0;87,18;Não informado
PC001150;113,0;323,65;Não informado
PC001151;6,0;434,82;Não informado
PC001152;2,0;651,93;Não informado
PC001153;99,0;3855,71;Não informado
PC001154;37,0;2636,24;Não informado
PC001155;1,0;168,89;Não informado
PC001156;33,0;1502,31;Não informado
PC001157;3,0;1824,19;Não informado
PC001159;102,0;440,15;Não informado
PC001160;5,0;1462,02;Não informado
PC001161;7,0;708,31;Não informado
PC001162;84,0;1288,47;Não informado
PC001163;4,0;907,6;Não informado
PC001165;30,0;3054,57;Não informado
PC001166;47,0;837,8;Não informado
PC001167;10,0;841,09;Não informado
PC001168;3,0;517,95;Não informado
PC001169;45,0;3521,98;Não informado
PC001170;2,0;110,96;Não informado
PC001171;4,0;242,61;Não informado
PC001172;34,0;3446,81;Não informado
PC001173;282,0;700,94;Não informado
PC001174;207,0;886,04;Não informado
PC001175;201,0;1089,95;Não informado
PC001176;23,0;3908,96;Não informado
PC001177;9,0;1827,25;Não informado
PC001178;85,0;1688,46;Não informado
PC001179;62,0;1096,76;Não informado
PC001180;30,0;278,95;Não informado
PC001181;4,0;291,98;Não informado
PC001182;5,0;394,91;Não informado
PC001184;74,0;428,71;Não informado
PC001185;45,0;39,5;Não informado
PC001186;1,0;466,66;Não informado
PC001187;22,0;201,92;Não informado
PC001188;35,0;475,05;Não informado
PC001189;29,0;632,98;Não informado
PC001190;43,0;834,94;Não informado
PC001191;12,0;188,77;Não informado
PC001192;32,0;33,52;Não informado
PC001193;13,0;92,64;Não informado
PC001194;3,0;278,12;Não informado
PC001195;34,0;1401,74;Não informado
PC001197;19,0;5728,55;Não informado
PC001198;43,0;1235,63;Não informado
PC001199;6,0;2932,62;Não informado
PC001200;15,0;462,92;Não informado
PC001201;2,0;262,07;Não informado
PC001202;10,0;123,51;Não informado
PC001203;30,0;407,75;Não informado
PC001204;8,0;2022,64;Não informado
PC001205;52,0;897,12;Não informado
PC001206;9,0;293,69;Não informado
PC001207;8,0;1252,68;Não informado
PC001208;1,0;489,34;Não informado
PC001209;3,0;1039,44;Não informado
PC001210;18,0;93,56;Não informado
PC001211;46,0;1724,14;Não informado
PC001212;44,0;1490,56;Não informado
PC001213;2,0;345,51;Não informado
PC001214;31,0;2984,88;Não informado
PC001215;49,0;1093,17;Não informado
PC001216;43,0;622,59;Não informado
PC001217;1,0;2037,59;Não informado
PC001218;8,0;1244,3;Não informado
PC001219;29,0;199,03;Não informado
PC001220;3,0;7825,41;Não informado
PC001221;3,0;800,9;Não informado
PC001222;111,0;571,02;Não informado
PC001223;15,0;4677,36;Não informado
PC001224;4,0;1266,78;Não informado
PC001225;3,0;686,42;Não informado
PC001226;10,0;1055,09;Não informado
PC001227;134,0;236,64;Não informado
PC001228;4,0;292,34;Não informado
PC001229;37,0;5514,91;Não informado
PC001230;1,0;433,2;Não informado
PC001231;10,0;1148,29;Não informado
PC001232;7,0;230,29;Não informado
PC001233;3,0;2214,26;Não informado
PC001234;5,0;862,12;Não informado
PC001235;6,0;579,56;Não informado
PC001236;57,0;1257,04;Não informado
PC001237;13,0;203,9;Não informado
PC001238;151,0;947,05;Não informado
PC001240;2,0;7948,83;Não informado
PC001241;51,0;5198,95;Não informado
PC001242;1,0;459,44;Não informado
PC001243;5,0;281,75;Não informado
PC001244;30,0;250,75;Não informado
PC001245;26,0;332,24;Não informado
PC001246;9,0;319,35;Não informado
PC001247;2,0;154,92;Não informado
PC001248;12,0;568,61;Não informado
PC001249;1,0;80,5;Não informado
PC001250;6,0;395,99;Não informado
PC001251;7,0;1169,35;Não informado
PC001252;5,0;867,15;Não informado
PC001253;9,0;1260,25;Não informado
PC001254;11,0;291,76;Não informado
PC001255;14,0;523,61;Não informado
PC001256;2,0;70,31;Não informado
PC001257;4,0;17,9;Não informado
PC001258;24,0;747,0;Não informado
PC001259;73,0;461,52;Não informado
PC001260;1,0;260,98;Não informado
PC001261;3,0;2318,45;Não informado
PC001262;33,0;1070,57;Não informado
PC001263;11,0;2019,33;Não informado
PC001266;3,0;78,66;Não informado
PC001267;2,0;197,32;Não informado
PC001268;201,0;1126,64;Não informado
PC001269;6,0;213,44;Não informado
PC001270;9,0;75,33;Não informado
PC001272;4,0;846,73;Não informado
PC001273;4,0;627,9;Não informado
PC001274;729,0;67,37;Não informado
PC001275;28,0;605,7;Não informado
PC001276;15,0;6088,72;Não informado
PC001277;3,0;135,37;Não informado
PC001278;23,0;3573,29;Não informado
PC001279;79,0;995,97;Não informado
PC001280;9,0;145,52;Não informado
PC001281;33,0;3569,48;Não informado
PC001282;25,0;4925,79;Não informado
PC001283;26,0;296,01;Não informado
PC001284;8,0;5085,51;Não informado
PC001285;68,0;1400,73;Não informado
PC001286;27,0;359,77;Não informado
PC001287;26,0;5878,55;Não informado
PC001288;17,0;1702,71;Não informado
PC001289;13,0;66,33;Não informado
PC001290;2,0;1030,21;Não informado
PC001291;23,0;353,07;Não informado
PC001292;67,0;391,31;Não informado
PC001293;22,0;2239,76;Não informado
PC001294;322,0;1482,28;Não informado
PC001296;11,0;1341,92;Não informado
PC001297;1,0;4247,92;Não informado
PC001298;5,0;570,32;Não informado
PC001299;1,0;479,83;Não informado
PC001300;46,0;2522,33;Não informado
PC001301;18,0;636,98;Não informado
