Produto;EstoqueAtual;CustoUnitario;Fornecedor;Filial
PC000958;64;194,19;Fornecedor Alfa;Loja Norte
PC000959;30;289,19;Fornecedor Alfa;Loja Norte
PC000960;32;355,26;Fornecedor Delta;Loja Norte
PC000961;27;60,3;Fornecedor Delta;Loja Norte
PC000962;51;189,18;Fornecedor Alfa;Loja Norte
PC000963;68;379,19;Fornecedor Beta;Loja Norte
PC000964;77;177,65;Fornecedor Beta;Loja Norte
PC000965;20;260,77;Fornecedor Delta;Loja Norte
PC000966;33;267,79;Fornecedor Beta;Loja Norte
PC000967;10;89,54;Fornecedor Alfa;Loja Norte
PC000968;31;168,11;Fornecedor Gamma;Loja Norte
PC000969;42;155,85;Fornecedor Gamma;Loja Norte
PC000970;49;19,58;Fornecedor Beta;Loja Norte
PC000971;51;18,69;Fornecedor Delta;Loja Norte
PC000972;47;375,61;Fornecedor Delta;Loja Norte
PC000973;26;128,7;Fornecedor Delta;Loja Norte
PC000974;30;236,99;Fornecedor Delta;Loja Norte
PC000975;60;140,04;Fornecedor Delta;Loja Norte
PC000976;38;423,78;Fornecedor Beta;Loja Norte
PC000977;42;122,61;Fornecedor Gamma;Loja Norte
PC000978;96;197,91;Fornecedor Gamma;Loja Norte
PC000979;32;393,75;Fornecedor Beta;Loja Norte
PC000980;43;380,13;Fornecedor Delta;Loja Norte
PC000981;1;90,26;Fornecedor Beta;Loja Norte
PC000982;68;362,77;Fornecedor Gamma;Loja Norte
PC000983;17;210,52;Fornecedor Alfa;Loja Norte
PC000984;96;221,47;Fornecedor Beta;Loja Norte
PC000985;13;67,0;Fornecedor Delta;Loja Norte
PC000986;37;43,63;Fornecedor Gamma;Loja Norte
PC000987;36;329,75;Fornecedor Gamma;Loja Norte
PC000988;35;227,44;Fornecedor Gamma;Loja Norte
PC000989;43;201,09;Fornecedor Gamma;Loja Norte
PC000990;28;330,44;Fornecedor Delta;Loja Norte
PC000991;12;346,36;Fornecedor Alfa;Loja Norte
PC000992;82;78,24;Fornecedor Gamma;Loja Norte
PC000993;63;277,72;Fornecedor Beta;Loja Norte
PC000994;12;67,83;Fornecedor Alfa;Loja Norte
PC000995;87;340,11;Fornecedor Gamma;Loja Norte
PC000996;12;298,37;Fornecedor Alfa;Loja Norte
PC000997;16;430,82;Fornecedor Beta;Loja Norte
PC000998;30;38,48;Fornecedor Gamma;Loja Norte
PC000999;42;33,22;Fornecedor Beta;Loja Norte
PC001000;10;132,73;Fornecedor Delta;Loja Norte
PC000001;19;89,83;Fornecedor Delta;Loja Sul
PC000002;41;247,52;Fornecedor Gamma;Loja Sul
PC000003;14;393,84;Fornecedor Gamma;Loja Sul
PC000004;37;331,64;Fornecedor Gamma;Loja Sul
PC000005;51;364,5;Fornecedor Delta;Loja Sul
PC000006;16;299,18;Fornecedor Beta;Loja Sul
PC000007;72;313,99;Fornecedor Delta;Loja Sul
PC000008;11;383,34;Fornecedor Beta;Loja Sul
PC000009;55;118,35;Fornecedor Delta;Loja Sul
PC000010;55;224,33;Fornecedor Delta;Loja Sul
PC000011;80;105,77;Fornecedor Beta;Loja Sul
PC000012;73;444,55;Fornecedor Gamma;Loja Sul
PC000013;10;425,27;Fornecedor Beta;Loja Sul
PC000014;17;25,43;Fornecedor Alfa;Loja Sul
PC000015;61;319,86;Fornecedor Alfa;Loja Sul
PC000016;22;416,96;Fornecedor Beta;Loja Sul
PC000017;35;87,81;Fornecedor Delta;Loja Sul
PC000018;14;259,03;Fornecedor Alfa;Loja Sul
PC000019;20;412,65;Fornecedor Alfa;Loja Sul
PC000020;12;23,0;Fornecedor Delta;Loja Sul
PC000021;66;316,26;Fornecedor Delta;Loja Sul
PC000022;11;139,43;Fornecedor Gamma;Loja Sul
PC000023;8;416,58;Fornecedor Delta;Loja Sul
PC000024;10;437,21;Fornecedor Beta;Loja Sul
PC000025;83;425,37;Fornecedor Beta;Loja Sul
PC000026;26;217,6;Fornecedor Gamma;Loja Sul
PC000027;13;389,02;Fornecedor Alfa;Loja Sul
PC000028;21;381,29;Fornecedor Alfa;Loja Sul
PC000029;65;149,04;Fornecedor Delta;Loja Sul
PC000030;10;374,38;Fornecedor Beta;Loja Sul
PC000031;15;24,36;Fornecedor Alfa;Loja Sul
PC000032;25;271,55;Fornecedor Gamma;Loja Sul
PC000033;51;109,66;Fornecedor Gamma;Loja Sul
PC000034;26;61,29;Fornecedor Beta;Loja Sul
PC000035;10;42,01;Fornecedor Gamma;Loja Sul
PC000036;55;315,76;Fornecedor Gamma;Loja Sul
PC000037;102;158,22;Fornecedor Beta;Loja Sul
PC000038;24;328,35;Fornecedor Delta;Loja Sul
PC000039;60;36,89;Fornecedor Delta;Loja Sul
PC000040;17;147,36;Fornecedor Gamma;Loja Sul
PC000041;46;246,46;Fornecedor Delta;Loja Sul
PC000042;10;357,5;Fornecedor Delta;Loja Sul
PC000043;51;148,89;Fornecedor Gamma;Loja Sul
PC000044;31;284,64;Fornecedor Delta;Loja Sul
PC000045;39;399,6;Fornecedor Gamma;Loja Sul
PC000046;58;280,21;Fornecedor Alfa;Loja Sul
PC000047;4;110,97;Fornecedor Beta;Loja Sul
PC000048;73;18,79;Fornecedor Beta;Loja Sul
PC000049;41;392,58;Fornecedor Delta;Loja Sul
PC000050;55;17,4;Fornecedor Delta;Loja Sul
PC000051;18;394,62;Fornecedor Delta;Loja Sul
PC000052;11;241,79;Fornecedor Beta;Loja Sul
PC000053;42;423,07;Fornecedor Alfa;Loja Sul
PC000054;11;361,06;Fornecedor Alfa;Loja Sul
PC000055;147;449,09;Fornecedor Beta;Loja Sul
PC000056;24;163,01;Fornecedor Alfa;Loja Sul
PC000057;27;347,1;Fornecedor Beta;Loja Sul
PC000058;86;185,65;Fornecedor Alfa;Loja Sul
PC000059;55;220,11;Fornecedor Gamma;Loja Sul
PC000060;75;285,36;Fornecedor Gamma;Loja Sul
PC000061;39;394,17;Fornecedor Beta;Loja Sul
PC000062;79;442,96;Fornecedor Alfa;Loja Sul
PC000063;15;347,58;Fornecedor Delta;Loja Sul
PC000064;32;192,65;Fornecedor Alfa;Loja Sul
PC000065;52;194,24;Fornecedor Gamma;Loja Sul
PC000066;61;334,01;Fornecedor Gamma;Loja Sul
PC000067;62;113,54;Fornecedor Alfa;Loja Sul
PC000068;52;56,83;Fornecedor Alfa;Loja Sul
PC000069;79;164,74;Fornecedor Delta;Loja Sul
PC000070;96;134,96;Fornecedor Delta;Loja Sul
PC000071;28;138,97;Fornecedor Alfa;Loja Sul
PC000072;67;111,25;Fornecedor Alfa;Loja Sul
PC000073;71;26,61;Fornecedor Alfa;Loja Sul
PC000074;54;15,9;Fornecedor Alfa;Loja Sul
PC000075;12;444,57;Fornecedor Beta;Loja Sul
PC000076;43;197,08;Fornecedor Alfa;Loja Sul
PC000077;32;177,87;Fornecedor Delta;Loja Sul
PC000078;67;308,4;Fornecedor Gamma;Loja Sul
PC000079;71;104,47;Fornecedor Beta;Loja Sul
PC000080;4;427,88;Fornecedor Alfa;Loja Sul
PC000081;13;355,56;Fornecedor Gamma;Loja Sul
PC000082;31;47,52;Fornecedor Beta;Loja Sul
PC000083;54;192,57;Fornecedor Gamma;Loja Sul
PC000084;33;396,57;Fornecedor Alfa;Loja Sul
PC000085;24;425,57;Fornecedor Alfa;Loja Sul
PC000086;133;214,59;Fornecedor Delta;Loja Sul
PC000087;33;279,13;Fornecedor Alfa;Loja Sul
PC000088;14;81,83;Fornecedor Alfa;Loja Sul
PC000089;51;446,1;Fornecedor Beta;Loja Sul
PC000090;44;110,4;Fornecedor Delta;Loja Sul
PC000091;104;424,69;Fornecedor Beta;Loja Sul
PC000092;15;295,14;Fornecedor Gamma;Loja Sul
PC000093;71;276,62;Fornecedor Alfa;Loja Sul
PC000094;73;234,61;Fornecedor Gamma;Loja Sul
PC000095;28;109,96;Fornecedor Beta;Loja Sul
PC000096;38;86,03;Fornecedor Alfa;Loja Sul
PC000097;51;105,45;Fornecedor Alfa;Loja Sul
PC000098;51;90,41;Fornecedor Beta;Loja Sul
PC000099;57;352,58;Fornecedor Beta;Loja Sul
PC000100;9;162,76;Fornecedor Beta;Loja Sul
PC000101;62;33,57;Fornecedor Beta;Loja Sul
PC000102;29;436,34;Fornecedor Beta;Loja Sul
PC000103;58;398,63;Fornecedor Alfa;Loja Sul
PC000104;20;418,07;Fornecedor Beta;Loja Sul
PC000105;75;447,75;Fornecedor Alfa;Loja Sul
PC000106;8;84,86;Fornecedor Alfa;Loja Sul
PC000107;53;183,14;Fornecedor Beta;Loja Sul
PC000108;12;343,14;Fornecedor Beta;Loja Sul
PC000109;90;315,64;Fornecedor Delta;Loja Sul
PC000110;20;76,02;Fornecedor Alfa;Loja Sul
PC000111;64;368,6;Fornecedor Beta;Loja Sul
PC000112;32;107,2;Fornecedor Beta;Loja Sul
PC000113;22;106,93;Fornecedor Beta;Loja Sul
PC000114;93;245,34;Fornecedor Delta;Loja Sul
PC000115;48;270,08;Fornecedor Delta;Loja Sul
PC000116;37;264,4;Fornecedor Gamma;Loja Sul
PC000117;19;48,44;Fornecedor Alfa;Loja Sul
PC000118;35;395,84;Fornecedor Gamma;Loja Sul
PC000119;31;125,4;Fornecedor Beta;Loja Sul
PC000120;23;65,25;Fornecedor Delta;Loja Sul
PC000121;47;400,83;Fornecedor Delta;Loja Sul
PC000122;29;430,4;Fornecedor Gamma;Loja Sul
PC000123;15;389,06;Fornecedor Delta;Loja Sul
PC000124;5;365,81;Fornecedor Beta;Loja Sul
PC000125;116;297,62;Fornecedor Delta;Loja Sul
PC000126;13;251,48;Fornecedor Gamma;Loja Sul
PC000127;45;46,45;Fornecedor Beta;Loja Sul
PC000128;17;188,54;Fornecedor Gamma;Loja Sul
PC000129;42;172,73;Fornecedor Delta;Loja Sul
PC000130;39;122,81;Fornecedor Gamma;Loja Sul
PC000131;49;327,75;Fornecedor Gamma;Loja Sul
PC000132;53;227,18;Fornecedor Alfa;Loja Sul
PC000133;8;43,82;Fornecedor Delta;Loja Sul
PC000134;81;105,32;Fornecedor Delta;Loja Sul
PC000135;39;310,0;Fornecedor Gamma;Loja Sul
PC000136;67;41,65;Fornecedor Alfa;Loja Sul
PC000137;7;384,23;Fornecedor Delta;Loja Sul
PC000138;12;226,85;Fornecedor Beta;Loja Sul
PC000139;14;220,42;Fornecedor Gamma;Loja Sul
PC000140;27;269,84;Fornecedor Delta;Loja Sul
PC000141;30;372,51;Fornecedor Beta;Loja Sul
PC000142;54;161,73;Fornecedor Delta;Loja Sul
PC000143;80;307,68;Fornecedor Beta;Loja Sul
PC000144;11;258,05;Fornecedor Gamma;Loja Sul
PC000145;22;126,03;Fornecedor Delta;Loja Sul
PC000146;14;396,35;Fornecedor Delta;Loja Sul
PC000147;6;360,46;Fornecedor Alfa;Loja Sul
PC000148;57;299,04;Fornecedor Gamma;Loja Sul
PC000149;46;383,96;Fornecedor Beta;Loja Sul
PC000150;46;391,34;Fornecedor Delta;Loja Sul
PC000151;61;321,1;Fornecedor Delta;Loja Sul
PC000152;81;377,96;Fornecedor Beta;Loja Sul
PC000153;30;316,28;Fornecedor Gamma;Loja Sul
PC000154;5;308,62;Fornecedor Alfa;Loja Sul
PC000155;15;281,43;Fornecedor Alfa;Loja Sul
PC000156;6;340,7;Fornecedor Delta;Loja Sul
PC000157;17;78,1;Fornecedor Beta;Loja Sul
PC000158;22;397,34;Fornecedor Delta;Loja Sul
PC000159;59;393,35;Fornecedor Beta;Loja Sul
PC000160;46;20,93;Fornecedor Alfa;Loja Sul
PC000161;42;373,01;Fornecedor Gamma;Loja Sul
PC000162;21;64,96;Fornecedor Beta;Loja Sul
PC000163;54;156,12;Fornecedor Alfa;Loja Sul
PC000164;49;336,63;Fornecedor Delta;Loja Sul
PC000165;28;79,06;Fornecedor Beta;Loja Sul
PC000166;36;369,54;Fornecedor Gamma;Loja Sul
PC000167;31;375,8;Fornecedor Delta;Loja Sul
PC000168;37;232,3;Fornecedor Delta;Loja Sul
PC000169;34;10,82;Fornecedor Alfa;Loja Sul
PC000170;9;134,87;Fornecedor Beta;Loja Sul
PC000171;3;280,68;Fornecedor Delta;Loja Sul
PC000172;17;441,68;Fornecedor Gamma;Loja Sul
PC000173;13;287,26;Fornecedor Beta;Loja Sul
PC000174;54;122,83;Fornecedor Gamma;Loja Sul
PC000175;18;288,23;Fornecedor Delta;Loja Sul
PC000176;5;246,67;Fornecedor Gamma;Loja Sul
PC000177;34;352,69;Fornecedor Alfa;Loja Sul
PC000178;8;55,29;Fornecedor Gamma;Loja Sul
PC000179;51;344,37;Fornecedor Beta;Loja Sul
PC000180;21;247,24;Fornecedor Gamma;Loja Sul
PC000181;24;433,64;Fornecedor Gamma;Loja Sul
PC000182;21;159,11;Fornecedor Alfa;Loja Sul
PC000183;3;287,62;Fornecedor Gamma;Loja Sul
PC000184;23;419,96;Fornecedor Gamma;Loja Sul
PC000185;41;53,31;Fornecedor Delta;Loja Sul
PC000186;31;422,25;Fornecedor Delta;Loja Sul
PC000187;44;312,05;Fornecedor Beta;Loja Sul
PC000188;24;37,98;Fornecedor Delta;Loja Sul
PC000189;112;141,03;Fornecedor Delta;Loja Sul
PC000190;108;321,01;Fornecedor Delta;Loja Sul
PC000191;16;37,77;Fornecedor Delta;Loja Sul
PC000192;92;265,32;Fornecedor Alfa;Loja Sul
PC000193;58;160,88;Fornecedor Delta;Loja Sul
PC000194;29;282,44;Fornecedor Alfa;Loja Sul
PC000195;8;28,22;Fornecedor Alfa;Loja Sul
PC000196;73;393,22;Fornecedor Delta;Loja Sul
PC000197;3;438,28;Fornecedor Gamma;Loja Sul
PC000198;62;436,24;Fornecedor Alfa;Loja Sul
PC000199;18;339,35;Fornecedor Gamma;Loja Sul
PC000200;55;65,5;Fornecedor Gamma;Loja Sul
PC000201;91;343,15;Fornecedor Delta;Loja Sul
PC000202;17;18,87;Fornecedor Beta;Loja Sul
PC000203;8;17,78;Fornecedor Delta;Loja Sul
PC000204;29;151,04;Fornecedor Beta;Loja Sul
PC000205;33;223,98;Fornecedor Beta;Loja Sul
PC000206;42;348,52;Fornecedor Delta;Loja Sul
PC000207;13;310,02;Fornecedor Delta;Loja Sul
PC000208;20;205,09;Fornecedor Beta;Loja Sul
PC000209;47;128,94;Fornecedor Delta;Loja Sul
PC000210;45;448,73;Fornecedor Beta;Loja Sul
PC000211;25;196,37;Fornecedor Gamma;Loja Sul
PC000212;34;207,51;Fornecedor Delta;Loja Sul
PC000213;70;80,32;Fornecedor Gamma;Loja Sul
PC000214;63;359,31;Fornecedor Alfa;Loja Sul
PC000215;116;314,61;Fornecedor Gamma;Loja Sul
PC000216;41;105,58;Fornecedor Gamma;Loja Sul
PC000217;22;44,41;Fornecedor Beta;Loja Sul
PC000218;1;308,78;Fornecedor Gamma;Loja Sul
PC000219;27;297,29;Fornecedor Delta;Loja Sul
PC000220;81;128,78;Fornecedor Beta;Loja Sul
PC000221;44;428,28;Fornecedor Alfa;Loja Sul
PC000222;10;74,77;Fornecedor Delta;Loja Sul
PC000223;21;199,09;Fornecedor Alfa;Loja Sul
PC000224;42;425,08;Fornecedor Gamma;Loja Sul
PC000225;33;193,52;Fornecedor Delta;Loja Sul
PC000226;52;290,23;Fornecedor Delta;Loja Sul
PC000227;31;183,74;Fornecedor Alfa;Loja Sul
PC000228;18;129,2;Fornecedor Delta;Loja Sul
PC000229;18;442,92;Fornecedor Delta;Loja Sul
PC000230;65;188,93;Fornecedor Delta;Loja Sul
PC000231;37;403,19;Fornecedor Gamma;Loja Sul
PC000232;30;109,64;Fornecedor Alfa;Loja Sul
PC000233;26;102,19;Fornecedor Delta;Loja Sul
PC000234;35;21,76;Fornecedor Beta;Loja Sul
PC000235;26;296,04;Fornecedor Beta;Loja Sul
PC000236;34;170,89;Fornecedor Beta;Loja Sul
PC000237;52;390,05;Fornecedor Beta;Loja Sul
PC000238;74;217,16;Fornecedor Gamma;Loja Sul
PC000239;40;435,94;Fornecedor Delta;Loja Sul
PC000240;40;90,0;Fornecedor Alfa;Loja Sul
PC000241;122;391,93;Fornecedor Delta;Loja Sul
PC000242;35;351,26;Fornecedor Gamma;Loja Sul
PC000243;48;348,75;Fornecedor Beta;Loja Sul
PC000244;10;381,39;Fornecedor Gamma;Loja Sul
PC000245;21;344,37;Fornecedor Delta;Loja Sul
PC000246;19;284,79;Fornecedor Alfa;Loja Sul
PC000247;16;66,01;Fornecedor Gamma;Loja Sul
PC000248;17;22,38;Fornecedor Alfa;Loja Sul
PC000249;46;415,01;Fornecedor Gamma;Loja Sul
PC000250;16;280,56;Fornecedor Alfa;Loja Sul
PC000251;39;360,07;Fornecedor Alfa;Loja Sul
PC000252;61;220,83;Fornecedor Beta;Loja Sul
PC000253;19;59,85;Fornecedor Alfa;Loja Sul
PC000254;4;63,33;Fornecedor Beta;Loja Sul
PC000255;29;311,02;Fornecedor Delta;Loja Sul
PC000256;20;198,2;Fornecedor Delta;Loja Sul
PC000257;34;96,63;Fornecedor Beta;Loja Sul
PC000258;11;225,28;Fornecedor Beta;Loja Sul
PC000259;10;36,38;Fornecedor Gamma;Loja Sul
PC000260;57;265,23;Fornecedor Gamma;Loja Sul
PC000261;19;126,9;Fornecedor Gamma;Loja Sul
PC000262;57;360,52;Fornecedor Delta;Loja Sul
PC000263;14;145,18;Fornecedor Gamma;Loja Sul
PC000264;6;209,21;Fornecedor Alfa;Loja Sul
PC000265;72;13,14;Fornecedor Alfa;Loja Sul
PC000266;36;40,02;Fornecedor Gamma;Loja Sul
PC000267;95;181,48;Fornecedor Alfa;Loja Sul
PC000268;16;220,13;Fornecedor Delta;Loja Sul
PC000269;12;273,21;Fornecedor Alfa;Loja Sul
PC000270;51;136,91;Fornecedor Delta;Loja Sul
PC000271;98;315,18;Fornecedor Beta;Loja Sul
PC000272;33;388,17;Fornecedor Beta;Loja Sul
PC000273;144;352,69;Fornecedor Beta;Loja Sul
PC000274;24;25,51;Fornecedor Beta;Loja Sul
PC000275;20;220,38;Fornecedor Alfa;Loja Sul
PC000276;3;54,38;Fornecedor Gamma;Loja Sul
PC000277;38;114,98;Fornecedor Alfa;Loja Sul
PC000278;33;444,1;Fornecedor Delta;Loja Sul
PC000279;23;70,98;Fornecedor Alfa;Loja Sul
PC000280;27;228,51;Fornecedor Alfa;Loja Sul
PC000281;22;281,22;Fornecedor Delta;Loja Sul
PC000282;40;318,49;Fornecedor Beta;Loja Sul
PC000283;49;255,36;Fornecedor Beta;Loja Sul
PC000284;10;12,32;Fornecedor Beta;Loja Sul
PC000285;47;152,3;Fornecedor Gamma;Loja Sul
PC000286;116;236,83;Fornecedor Delta;Loja Sul
PC000287;26;46,84;Fornecedor Delta;Loja Sul
PC000288;57;162,98;Fornecedor Alfa;Loja Sul
PC000289;50;22,68;Fornecedor Gamma;Loja Sul
PC000290;7;42,73;Fornecedor Beta;Loja Sul
PC000291;41;183,44;Fornecedor Gamma;Loja Sul
PC000292;20;66,66;Fornecedor Delta;Loja Sul
PC000293;81;258,85;Fornecedor Delta;Loja Sul
PC000294;42;312,74;Fornecedor Alfa;Loja Sul
PC000295;49;361,86;Fornecedor Alfa;Loja Sul
PC000296;24;96,47;Fornecedor Delta;Loja Sul
PC000297;29;82,03;Fornecedor Beta;Loja Sul
PC000298;27;54,22;Fornecedor Beta;Loja Sul
PC000299;46;289,3;Fornecedor Gamma;Loja Sul
PC000300;34;320,26;Fornecedor Delta;Loja Sul
PC000301;14;21,96;Fornecedor Delta;Loja Sul
PC000302;15;421,81;Fornecedor Beta;Loja Sul
PC000303;57;30,97;Fornecedor Beta;Loja Sul
PC000304;43;247,25;Fornecedor Delta;Loja Sul
PC000305;14;321,4;Fornecedor Alfa;Loja Sul
PC000306;64;392,97;Fornecedor Delta;Loja Sul
PC000307;71;323,63;Fornecedor Delta;Loja Sul
PC000308;12;362,36;Fornecedor Beta;Loja Sul
PC000309;117;158,04;Fornecedor Beta;Loja Sul
PC000310;31;368,15;Fornecedor Alfa;Loja Sul
PC000311;49;43,41;Fornecedor Alfa;Loja Sul
PC000312;60;403,51;Fornecedor Gamma;Loja Sul
PC000313;23;250,04;Fornecedor Delta;Loja Sul
PC000314;47;369,25;Fornecedor Beta;Loja Sul
PC000315;86;207,92;Fornecedor Alfa;Loja Sul
PC000316;49;292,46;Fornecedor Gamma;Loja Sul
PC000317;31;240,67;Fornecedor Gamma;Loja Sul
PC000318;63;331,36;Fornecedor Beta;Loja Sul
PC000319;8;44,08;Fornecedor Beta;Loja Sul
PC000320;21;34,68;Fornecedor Gamma;Loja Sul
PC000321;56;117,22;Fornecedor Alfa;Loja Sul
PC000322;64;78,52;Fornecedor Gamma;Loja Sul
PC000323;49;393,33;Fornecedor Delta;Loja Sul
PC000324;64;104,89;Fornecedor Delta;Loja Sul
PC000325;60;439,33;Fornecedor Beta;Loja Sul
PC000326;48;156,91;Fornecedor Alfa;Loja Sul
PC000327;27;88,5;Fornecedor Alfa;Loja Sul
PC000328;46;357,05;Fornecedor Delta;Loja Sul
PC000329;33;299,15;Fornecedor Gamma;Loja Sul
PC000330;64;228,2;Fornecedor Beta;Loja Sul
PC000331;5;253,47;Fornecedor Gamma;Loja Sul
PC000332;76;325,89;Fornecedor Gamma;Loja Sul
PC000333;27;108,98;Fornecedor Gamma;Loja Sul
PC000334;35;448,38;Fornecedor Alfa;Loja Sul
PC000335;55;438,86;Fornecedor Delta;Loja Sul
PC000336;29;295,44;Fornecedor Alfa;Loja Sul
PC000337;45;96,2;Fornecedor Delta;Loja Sul
PC000338;2;308,66;Fornecedor Beta;Loja Sul
PC000339;5;39,91;Fornecedor Beta;Loja Sul
PC000340;7;21,55;Fornecedor Gamma;Loja Sul
PC000341;6;121,9;Fornecedor Delta;Loja Sul
PC000342;19;212,48;Fornecedor Delta;Loja Sul
PC000343;21;391,78;Fornecedor Delta;Loja Sul
PC000344;82;329,41;Fornecedor Gamma;Loja Sul
PC000345;51;336,28;Fornecedor Gamma;Loja Sul
PC000346;62;196,07;Fornecedor Beta;Loja Sul
PC000347;31;160,9;Fornecedor Alfa;Loja Sul
PC000348;30;172,0;Fornecedor Delta;Loja Sul
PC000349;43;444,54;Fornecedor Delta;Loja Sul
PC000350;19;25,73;Fornecedor Alfa;Loja Sul
PC000351;22;391,23;Fornecedor Delta;Loja Sul
PC000352;112;263,77;Fornecedor Gamma;Loja Sul
PC000353;19;201,87;Fornecedor Gamma;Loja Sul
PC000354;20;328,56;Fornecedor Delta;Loja Sul
PC000355;13;223,11;Fornecedor Gamma;Loja Sul
PC000356;69;394,05;Fornecedor Gamma;Loja Sul
PC000357;44;406,11;Fornecedor Delta;Loja Sul
PC000358;60;194,4;Fornecedor Beta;Loja Sul
PC000359;18;130,36;Fornecedor Alfa;Loja Sul
PC000360;61;269,82;Fornecedor Gamma;Loja Sul
PC000361;103;411,26;Fornecedor Beta;Loja Sul
PC000362;27;101,11;Fornecedor Gamma;Loja Sul
PC000363;34;283,35;Fornecedor Gamma;Loja Sul
PC000364;30;287,15;Fornecedor Alfa;Loja Sul
PC000365;26;332,04;Fornecedor Gamma;Loja Sul
PC000366;10;66,15;Fornecedor Alfa;Loja Sul
PC000367;57;324,39;Fornecedor Alfa;Loja Sul
PC000368;70;409,79;Fornecedor Alfa;Loja Sul
PC000369;24;87,42;Fornecedor Beta;Loja Sul
PC000370;7;112,99;Fornecedor Delta;Loja Sul
PC000371;26;437,36;Fornecedor Beta;Loja Sul
PC000372;25;87,99;Fornecedor Delta;Loja Sul
PC000373;51;385,64;Fornecedor Delta;Loja Sul
PC000374;59;225,59;Fornecedor Alfa;Loja Sul
PC000375;142;117,28;Fornecedor Gamma;Loja Sul
PC000376;51;392,87;Fornecedor Alfa;Loja Sul
PC000377;25;204,82;Fornecedor Gamma;Loja Sul
PC000378;54;235,55;Fornecedor Delta;Loja Sul
PC000379;15;166,78;Fornecedor Alfa;Loja Sul
PC000380;41;270,08;Fornecedor Gamma;Loja Sul
PC000381;55;80,28;Fornecedor Beta;Loja Sul
PC000382;45;180,86;Fornecedor Gamma;Loja Sul
PC000383;27;436,48;Fornecedor Alfa;Loja Sul
PC000384;12;122,09;Fornecedor Beta;Loja Sul
PC000385;16;298,28;Fornecedor Gamma;Loja Sul
PC000386;98;151,73;Fornecedor Gamma;Loja Sul
PC000387;48;349,88;Fornecedor Gamma;Loja Sul
PC000388;47;65,85;Fornecedor Gamma;Loja Sul
PC000389;57;436,66;Fornecedor Gamma;Loja Sul
PC000390;13;208,57;Fornecedor Beta;Loja Sul
PC000391;23;112,33;Fornecedor Delta;Loja Sul
PC000392;23;40,49;Fornecedor Beta;Loja Sul
PC000393;69;83,03;Fornecedor Beta;Loja Sul
PC000394;25;237,74;Fornecedor Beta;Loja Sul
PC000395;12;156,96;Fornecedor Delta;Loja Sul
PC000396;28;374,37;Fornecedor Alfa;Loja Sul
PC000397;38;198,45;Fornecedor Delta;Loja Sul
PC000398;41;117,93;Fornecedor Beta;Loja Sul
PC000399;34;280,78;Fornecedor Gamma;Loja Sul
PC000400;74;320,4;Fornecedor Gamma;Loja Sul
PC000401;18;81,83;Fornecedor Beta;Loja Sul
PC000402;49;82,09;Fornecedor Gamma;Loja Sul
PC000403;19;24,21;Fornecedor Beta;Loja Sul
PC000404;47;333,49;Fornecedor Gamma;Loja Sul
PC000405;44;301,4;Fornecedor Delta;Loja Sul
PC000406;11;217,79;Fornecedor Alfa;Loja Sul
PC000407;25;381,12;Fornecedor Alfa;Loja Sul
PC000408;38;364,11;Fornecedor Delta;Loja Sul
PC000409;22;266,73;Fornecedor Delta;Loja Sul
PC000410;18;391,78;Fornecedor Beta;Loja Sul
PC000411;37;98,98;Fornecedor Beta;Loja Sul
PC000412;28;57,47;Fornecedor Beta;Loja Sul
PC000413;91;127,23;Fornecedor Gamma;Loja Sul
PC000414;20;33,23;Fornecedor Beta;Loja Sul
PC000415;18;242,78;Fornecedor Delta;Loja Sul
PC000416;29;421,98;Fornecedor Alfa;Loja Sul
PC000417;16;25,39;Fornecedor Gamma;Loja Sul
PC000418;44;61,97;Fornecedor Beta;Loja Sul
PC000419;21;207,87;Fornecedor Gamma;Loja Sul
PC000420;13;420,77;Fornecedor Gamma;Loja Sul
PC000421;90;147,74;Fornecedor Beta;Loja Sul
PC000422;2;232,2;Fornecedor Gamma;Loja Sul
PC000423;9;26,38;Fornecedor Alfa;Loja Sul
PC000424;10;73,57;Fornecedor Delta;Loja Sul
PC000425;111;444,09;Fornecedor Delta;Loja Sul
PC000426;44;434,58;Fornecedor Alfa;Loja Sul
PC000427;16;10,18;Fornecedor Gamma;Loja Sul
PC000428;128;428,7;Fornecedor Beta;Loja Sul
PC000429;27;290,49;Fornecedor Gamma;Loja Sul
PC000430;20;391,62;Fornecedor Alfa;Loja Sul
PC000431;39;209,0;Fornecedor Gamma;Loja Sul
PC000432;42;235,89;Fornecedor Delta;Loja Sul
PC000433;27;224,07;Fornecedor Gamma;Loja Sul
PC000434;36;302,75;Fornecedor Alfa;Loja Sul
PC000435;21;69,73;Fornecedor Delta;Loja Sul
PC000436;120;21,25;Fornecedor Gamma;Loja Sul
PC000437;6;144,11;Fornecedor Gamma;Loja Sul
PC000438;23;319,47;Fornecedor Delta;Loja Sul
PC000439;80;97,22;Fornecedor Beta;Loja Sul
PC000440;47;305,66;Fornecedor Delta;Loja Sul
PC000441;67;436,7;Fornecedor Beta;Loja Sul
PC000442;44;49,5;Fornecedor Alfa;Loja Sul
PC000443;104;305,29;Fornecedor Alfa;Loja Sul
PC000444;5;204,14;Fornecedor Delta;Loja Sul
PC000445;23;391,72;Fornecedor Delta;Loja Sul
PC000446;28;86,3;Fornecedor Alfa;Loja Sul
PC000447;30;314,14;Fornecedor Beta;Loja Sul
