Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao
OFF-FA-10002635;Accos Thumb Tacks, Metal;Office Supplies - Fasteners;28/11/2012;2,0;13,8;27,6;21,3;0
TEC-NOK-10001678;Nokia Audio Dock, Cordless;Technology - Phones;19/12/2011;2,0;50,88;101,75;271,38;1
TEC-LOG-10003896;Logitech Router, Erganomic;Technology - Accessories;28/11/2014;1,0;245,13;245,13;201,03;0
OFF-EN-10003854;Jiffy Clasp Envelope, Security-Tint;Office Supplies - Envelopes;11/08/2014;4,0;5,46;21,84;36,72;1
TEC-CO-10004649;Brother Copy Machine, High-Speed;Technology - Copiers;06/05/2012;2,0;69,59;139,19;283,28;1
FUR-FU-10001591;Advantus Panel Wall Certificate Holder - 8.5x11;Furniture - Furnishings;18/09/2012;2,0;12,2;24,4;14,15;0
OFF-AR-10002485;Boston Markers, Easy-Erase;Office Supplies - Art;03/08/2011;2,0;23,98;47,95;48,54;1
OFF-PA-10001166;Xerox 2;Office Supplies - Paper;20/04/2012;2,0;6,48;12,96;6,74;0
OFF-BI-10002386;Acco Index Tab, Clear;Office Supplies - Binders;20/08/2013;5,0;7,12;35,61;37,8;1
OFF-BI-10000821;Acco Hole Reinforcements, Durable;Office Supplies - Binders;02/01/2012;5,0;5,44;27,2;18,5;0
OFF-HON-10004014;Hon Shipping Labels, Adjustable;Office Supplies - Labels;15/07/2014;2,0;9,27;18,54;12,06;0
TEC-HEW-10003829;Hewlett Wireless Fax, High-Speed;Technology - Copiers;24/08/2013;6,0;378,39;2270,34;1157,94;0
OFF-FA-10004186;Advantus Thumb Tacks, Bulk Pack;Office Supplies - Fasteners;04/10/2011;4,0;7,25;28,99;20,72;1
OFF-IBI-10003191;Ibico 3-Hole Punch, Durable;Office Supplies - Binders;17/02/2014;2,0;31,95;63,9;40,26;0
OFF-EAT-10004908;Eaton Message Books, Recycled;Office Supplies - Paper;18/09/2014;8,0;6,15;49,18;141,12;1
OFF-SU-10002388;Elite Shears, Easy Grip;Office Supplies - Supplies;13/10/2011;3,0;48,63;145,89;128,43;0
OFF-PA-10000482;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;Office Supplies - Paper;29/10/2011;2,0;37,94;75,88;40,22;0
TEC-AC-10001056;Belkin Router, USB;Technology - Accessories;07/09/2012;3,0;258,96;776,88;411,75;0
OFF-JIF-10004616;Jiffy Manila Envelope, Security-Tint;Office Supplies - Envelopes;18/09/2013;1,0;28,41;28,41;14,49;0
OFF-BI-10004541;Wilson Jones Binder, Durable;Office Supplies - Binders;09/12/2013;3,0;14,52;43,56;41,85;0
OFF-BI-10000542;Wilson Jones 3-Hole Punch, Durable;Office Supplies - Binders;30/07/2012;6,0;14,74;88,47;139,86;1
OFF-LA-10001982;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;Office Supplies - Labels;03/09/2012;2,0;3,75;7,5;3,9;0
OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;Office Supplies - Storage;10/05/2013;6,0;142,78;856,66;749,57;1
FUR-FU-10002803;Deflect-O Stacking Tray, Erganomic;Furniture - Furnishings;19/09/2012;7,0;21,52;150,63;154,14;1
OFF-BI-10000848;Angle-D Ring Binders;Office Supplies - Binders;07/09/2012;3,0;1,64;4,92;8,86;1
OFF-ST-10004608;Smead Shelving, Industrial;Office Supplies - Storage;01/12/2014;2,0;27,18;54,35;88,98;1
OFF-AR-10002400;Boston Highlighters, Water Color;Office Supplies - Art;15/12/2014;2,0;16,1;32,19;40,62;1
FUR-CH-10004698;Padded Folding Chairs, Black, 4/Carton;Furniture - Chairs;23/12/2011;1,0;64,78;64,78;58,31;1
OFF-LA-10003714;Avery 510;Office Supplies - Labels;22/09/2012;4,0;3,0;12,0;7,8;1
FUR-FU-10004549;Advantus Frame, Erganomic;Furniture - Furnishings;12/07/2013;3,0;80,11;240,33;204,12;1
FUR-BO-10003706;Sauder Stackable Bookrack, Pine;Furniture - Bookcases;12/11/2014;2,0;74,08;148,17;154,14;1
TEC-CO-10000263;Hewlett Fax Machine, Digital;Technology - Copiers;29/11/2011;6,0;271,63;1629,76;1035,54;1
FUR-HON-10003593;Hon Steel Folding Chair, Adjustable;Furniture - Chairs;19/08/2014;1,0;83,91;83,91;68,82;0
OFF-ST-10001325;Sterilite Officeware Hinged File Box;Office Supplies - Storage;26/11/2013;7,0;10,48;73,36;53,55;0
OFF-AR-10002022;Stanley Sketch Pad, Water Color;Office Supplies - Art;04/11/2014;2,0;47,61;95,22;79,08;0
TEC-MA-10002242;StarTech Calculator, Durable;Technology - Machines;05/12/2014;3,0;36,07;108,22;120,24;1
OFF-SU-10002544;Kleencut Box Cutter, Serrated;Office Supplies - Supplies;04/11/2014;2,0;31,35;62,7;48,96;0
OFF-BI-10002071;Fellowes Black Plastic Comb Bindings;Office Supplies - Binders;24/09/2013;7,0;1,74;12,2;21,96;1
TEC-MA-10003170;Konica Calculator, Wireless;Technology - Machines;20/10/2011;4,0;42,85;171,41;107,4;1
OFF-LA-10003807;Smead Removable Labels, Adjustable;Office Supplies - Labels;12/10/2014;5,0;5,04;25,2;32,85;1
FUR-FU-10001246;Advantus Frame, Durable;Furniture - Furnishings;05/12/2011;3,0;108,15;324,45;256,32;0
TEC-MA-10002392;Konica Card Printer, Wireless;Technology - Machines;12/04/2013;4,0;175,17;700,68;350,4;0
TEC-AC-10001491;Enermax Flash Drive, Bluetooth;Technology - Accessories;18/11/2014;3,0;27,68;83,04;80,58;0
OFF-EN-10002410;GlobeWeis Manila Envelope, Recycled;Office Supplies - Envelopes;05/09/2013;9,0;23,57;212,14;117,99;1
OFF-FA-10003818;Stockwell Staples, 12 Pack;Office Supplies - Fasteners;23/05/2012;5,0;9,84;49,2;31,05;0
OFF-FA-10001563;Stockwell Staples, Bulk Pack;Office Supplies - Fasteners;12/06/2013;1,0;5,52;5,52;9,18;1
FUR-CH-10003846;Hon Valutask Swivel Chairs;Furniture - Chairs;21/06/2013;2,0;80,78;161,57;169,65;1
FUR-CH-10001150;SAFCO Steel Folding Chair, Red;Furniture - Chairs;21/11/2011;3,0;77,14;231,42;136,35;1
OFF-AR-10001149;Sanford Colorific Colored Pencils, 12/Box;Office Supplies - Art;30/09/2013;9,0;2,88;25,92;18,14;0
FUR-FU-10004622;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;Furniture - Furnishings;22/04/2014;3,0;54,2;162,6;128,45;0
OFF-TEN-10002835;Tenex Lockers, Industrial;Office Supplies - Storage;09/01/2012;1,0;81,85;81,85;147,36;1
OFF-AR-10001315;Newell 310;Office Supplies - Art;10/10/2013;1,0;1,41;1,41;1,25;1
TEC-PH-10003652;Motorola Headset, Cordless;Technology - Phones;28/09/2012;5,0;82,59;412,95;388,2;0
FUR-CH-10004312;Hon Bag Chairs, Set of Two;Furniture - Chairs;04/11/2014;2,0;47,4;94,8;72,06;0
OFF-IBI-10000959;Ibico Binding Machine, Recycled;Office Supplies - Binders;19/12/2013;4,0;51,78;207,12;169,92;0
OFF-AP-10002118;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";Office Supplies - Appliances;23/05/2011;1,0;208,16;208,16;151,96;0
FUR-TA-10002351;Hon Training Table, Adjustable Height;Furniture - Tables;24/12/2013;2,0;334,89;669,78;455,46;0
OFF-BI-10004352;Wilson Jones DublLock D-Ring Binders;Office Supplies - Binders;27/11/2013;5,0;6,75;33,75;16,88;0
FUR-FU-10004778;Deflect-O Light Bulb, Duo Pack;Furniture - Furnishings;02/12/2014;3,0;15,24;45,72;50,31;1
TEC-AC-10003927;Belkin Numeric Keypad, Bluetooth;Technology - Accessories;13/09/2013;1,0;23,18;23,18;22,04;1
OFF-SU-10001894;Elite Scissors, Steel;Office Supplies - Supplies;07/10/2011;3,0;14,62;43,86;32,04;0
FUR-FU-10001546;Dana Swing-Arm Lamps;Furniture - Furnishings;21/09/2013;2,0;8,54;17,09;16,02;1
OFF-BIN-10001257;Binney & Smith Sketch Pad, Easy-Erase;Office Supplies - Art;13/09/2011;2,0;46,59;93,18;79,26;0
FUR-TA-10004634;Bevis Training Table, Adjustable Height;Furniture - Tables;08/06/2013;5,0;219,16;1095,8;1517,4;1
OFF-BI-10004528;Cardinal Poly Pocket Divider Pockets for Ring Binders;Office Supplies - Binders;20/11/2012;9,0;2,69;24,19;16,63;1
OFF-PA-10002195;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";Office Supplies - Paper;23/09/2013;7,0;5,08;35,56;18,85;0
OFF-LA-10002334;Smead Shipping Labels, Alphabetical;Office Supplies - Labels;30/01/2013;2,0;4,57;9,14;9,32;1
OFF-FA-10001029;OIC Push Pins, Assorted Sizes;Office Supplies - Fasteners;22/06/2011;1,0;8,24;8,24;7,84;0
OFF-LA-10001191;Harbour Creations File Folder Labels, Alphabetical;Office Supplies - Labels;10/04/2013;4,0;4,53;18,13;21,6;1
OFF-LA-10004239;Smead Color Coded Labels, Adjustable;Office Supplies - Labels;12/11/2012;4,0;7,3;29,2;21,36;0
TEC-MA-10002043;Epson Receipt Printer, White;Technology - Machines;10/09/2013;2,0;115,44;230,88;131,64;0
OFF-SU-10003098;Kleencut Scissors, Easy Grip;Office Supplies - Supplies;05/09/2014;3,0;15,94;47,82;35,4;0
FUR-BO-10003112;Sauder Floating Shelf Set, Traditional;Furniture - Bookcases;27/01/2013;4,0;129,72;518,88;316,56;0
OFF-BI-10003124;Cardinal Hole Reinforcements, Durable;Office Supplies - Binders;27/12/2012;4,0;6,84;27,36;21,72;0
OFF-BI-10001028;Ibico 3-Hole Punch, Clear;Office Supplies - Binders;23/08/2013;3,0;24,83;74,48;61,92;1
OFF-BI-10003981;"Avery Durable Plastic 1"" Binders";Office Supplies - Binders;03/05/2011;3,0;3,63;10,9;6,95;1
OFF-ST-10001496;Standard Rollaway File with Lock;Office Supplies - Storage;28/05/2013;9,0;144,15;1297,37;1200,07;1
FUR-CH-10002291;Hon Bag Chairs, Set of Two;Furniture - Chairs;25/12/2012;6,0;25,28;151,68;134,64;1
FUR-CH-10000852;Novimex Chairmat, Set of Two;Furniture - Chairs;31/01/2014;2,0;23,44;46,87;42,2;1
OFF-BIN-10000772;Binney & Smith Pencil Sharpener, Water Color;Office Supplies - Art;03/12/2011;1,0;29,85;29,85;23,01;0
TEC-AC-10000170;Memorex Keyboard, Programmable;Technology - Accessories;15/09/2012;4,0;72,84;291,36;169,08;0
FUR-BO-10002213;DMI Eclipse Executive Suite Bookcases;Furniture - Bookcases;17/11/2011;10,0;400,78;4007,84;4057,94;1
OFF-WIL-10002233;Wilson Jones Index Tab, Durable;Office Supplies - Binders;19/11/2013;2,0;7,95;15,9;15,6;0
OFF-ST-10003760;Eldon Trays, Blue;Office Supplies - Storage;28/12/2011;2,0;31,98;63,96;40,96;0
OFF-AR-10003384;Boston Pens, Water Color;Office Supplies - Art;31/03/2012;4,0;17,4;69,6;63,36;0
OFF-CUI-10000682;Cuisinart Stove, Silver;Office Supplies - Appliances;29/03/2012;2,0;539,04;1078,08;754,68;0
OFF-ST-10004190;Smead Box, Single Width;Office Supplies - Storage;15/02/2013;4,0;7,2;28,8;22,24;0
OFF-LA-10000519;Novimex File Folder Labels, Laser Printer Compatible;Office Supplies - Labels;07/10/2014;9,0;8,25;74,25;60,21;0
OFF-AR-10003759;Crayola Anti Dust Chalk, 12/Pack;Office Supplies - Art;31/01/2014;7,0;1,82;12,74;7,01;0
OFF-ST-10001719;Tenex Trays, Industrial;Office Supplies - Storage;02/12/2013;3,0;45,39;136,18;159,21;1
OFF-SAN-10002839;Sanford Canvas, Fluorescent;Office Supplies - Art;30/12/2014;4,0;51,78;207,12;130,56;0
TEC-AC-10004252;SanDisk Mouse, Bluetooth;Technology - Accessories;03/10/2012;4,0;34,48;137,92;151,8;1
FUR-BO-10003007;Ikea Stackable Bookrack, Metal;Furniture - Bookcases;14/07/2014;3,0;122,04;366,12;281,97;0
FUR-CH-10003379;Global Commerce Series High-Back Swivel/Tilt Chairs;Furniture - Chairs;11/12/2013;5,0;284,98;1424,9;1068,68;0
FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";Furniture - Furnishings;21/02/2014;2,0;34,35;68,7;52,39;1
FUR-BUS-10004121;Bush 3-Shelf Cabinet, Mobile;Furniture - Bookcases;17/03/2014;1,0;145,89;145,89;124,02;0
TEC-CO-10002089;Brother Personal Copier, Laser;Technology - Copiers;18/11/2013;5,0;56,97;284,83;366,8;1
FUR-BO-10001558;Safco 3-Shelf Cabinet, Pine;Furniture - Bookcases;30/06/2012;2,0;170,19;340,38;302,94;0
OFF-AR-10002165;Boston Sketch Pad, Fluorescent;Office Supplies - Art;25/04/2013;2,0;49,86;99,72;99,72;0
OFF-FA-10001727;Advantus Thumb Tacks, Assorted Sizes;Office Supplies - Fasteners;09/07/2014;3,0;5,89;17,66;22,08;1
FUR-CH-10002304;Global Stack Chair without Arms, Black;Furniture - Chairs;30/03/2011;7,0;18,19;127,3;136,4;1
OFF-FA-10002248;Stockwell Staples, Assorted Sizes;Office Supplies - Fasteners;15/12/2014;3,0;4,12;12,38;14,13;1
OFF-PA-10001970;Xerox 1908;Office Supplies - Paper;13/06/2013;7,0;44,78;313,49;199,85;1
OFF-ST-10000085;Rogers File Cart, Single Width;Office Supplies - Storage;05/03/2013;3,0;142,08;426,24;358,11;0
FUR-BO-10001370;Sauder Classic Bookcase, Mobile;Furniture - Bookcases;13/10/2011;1,0;263,11;263,11;385,89;1
OFF-LA-10001548;Avery Shipping Labels, Adjustable;Office Supplies - Labels;08/05/2013;4,0;9,75;39,0;29,64;0
TEC-MA-10002701;Konica Inkjet, Durable;Technology - Machines;07/12/2011;2,0;280,67;561,33;349,32;1
OFF-AR-10004344;Bulldog Vacuum Base Pencil Sharpener;Office Supplies - Art;25/06/2014;8,0;11,99;95,92;70,02;0
OFF-EN-10002406;Kraft Business Envelopes, Recycled;Office Supplies - Envelopes;29/05/2014;2,0;18,84;37,68;19,26;0
OFF-FA-10001427;Stockwell Paper Clips, Bulk Pack;Office Supplies - Fasteners;16/04/2013;3,0;9,34;28,02;26,64;0
OFF-EN-10000084;Jiffy Manila Envelope, with clear poly window;Office Supplies - Envelopes;11/03/2011;5,0;11,82;59,1;49,3;1
FUR-CH-10001819;Office Star Chairmat, Set of Two;Furniture - Chairs;03/10/2014;2,0;36,3;72,61;52,68;1
TEC-AC-10000269;Memorex Numeric Keypad, USB;Technology - Accessories;13/06/2014;8,0;22,8;182,4;289,2;1
OFF-LA-10003381;Novimex Removable Labels, Laser Printer Compatible;Office Supplies - Labels;17/01/2014;9,0;9,69;87,21;43,74;0
TEC-MA-10002306;Epson Phone, White;Technology - Machines;06/06/2014;5,0;52,92;264,6;140,3;0
OFF-EN-10000258;GlobeWeis Peel and Seal, with clear poly window;Office Supplies - Envelopes;05/12/2014;3,0;9,97;29,92;40,44;1
TEC-APP-10003032;Apple Audio Dock, Cordless;Technology - Phones;26/11/2014;4,0;169,74;678,96;549,96;0
TEC-CIS-10002153;Cisco Audio Dock, Cordless;Technology - Phones;03/01/2014;1,0;184,92;184,92;160,89;0
OFF-PA-10004881;Xerox Computer Printout Paper, Recycled;Office Supplies - Paper;23/03/2012;2,0;15,75;31,5;34,14;1
OFF-CUI-10002314;Cuisinart Coffee Grinder, Silver;Office Supplies - Appliances;15/04/2011;1,0;39,36;39,36;31,5;0
OFF-BI-10000050;Angle-D Binders with Locking Rings, Label Holders;Office Supplies - Binders;21/09/2011;3,0;2,19;6,57;11,61;1
OFF-LA-10002575;Smead Legal Exhibit Labels, 5000 Label Set;Office Supplies - Labels;15/05/2013;8,0;5,74;45,96;88,32;1
FUR-FU-10001718;Eldon Door Stop, Duo Pack;Furniture - Furnishings;17/08/2012;4,0;50,22;200,88;138,72;0
FUR-CH-10002631;Office Star Bag Chairs, Black;Furniture - Chairs;15/05/2013;1,0;53,01;53,01;48,24;0
FUR-FU-10003708;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";Furniture - Furnishings;26/04/2012;2,0;48,52;97,04;95,83;1
OFF-AP-10003963;Breville Microwave, Silver;Office Supplies - Appliances;18/01/2014;14,0;151,23;2117,22;3853,5;1
OFF-ST-10001213;Smead Shelving, Industrial;Office Supplies - Storage;10/12/2014;2,0;44,47;88,94;75,12;1
FUR-FU-10003829;Stackable Trays;Furniture - Furnishings;14/12/2012;2,0;3,08;6,16;4,19;0
OFF-SME-10003134;Smead Box, Single Width;Office Supplies - Storage;21/11/2011;2,0;3,24;6,48;16,02;1
TEC-AC-10003626;Enermax Numeric Keypad, Bluetooth;Technology - Accessories;18/12/2013;2,0;34,4;68,8;110,1;1
OFF-EN-10001975;Kraft Business Envelopes, Security-Tint;Office Supplies - Envelopes;25/09/2014;2,0;16,44;32,88;28,62;0
OFF-PA-10003177;Xerox 1999;Office Supplies - Paper;23/05/2011;2,0;6,48;12,96;6,74;0
