Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido
PC009194;Não informado;E;Baixa;1,0;2,1;14,3;55;100;15;25,54;4,71;🚨 RUPTURA IMINENTE;6,0;557,08;3341,11
PC002443;Não informado;E;Baixa;2,0;2,1;28,3;55;100;15;12,9;4,71;🔴 Comprar agora;5,0;188,78;956,69
PC007179;Não informado;E;Baixa;3,0;2,1;43,3;55;100;15;8,43;4,71;🔴 Comprar agora;4,0;160,31;629,86
PC003242;Não informado;E;Baixa;1,0;2,9;10,2;55;100;15;35,69;4,71;🚨 RUPTURA IMINENTE;9,0;518,46;4551,12
PC001194;Não informado;E;Baixa;3,0;0,9;96,6;55;100;15;3,78;4,71;🟢 OK;0,0;278,12;0,0
PC001856;Não informado;E;Baixa;1,0;2,2;13,5;55;100;15;26,98;4,71;🚨 RUPTURA IMINENTE;6,0;912,13;5830,02
PC009811;Não informado;E;Baixa;2,0;4,1;14,8;55;100;15;24,69;4,71;🚨 RUPTURA IMINENTE;12,0;473,16;5453,75
PC009706;Não informado;E;Média;1,0;1,7;18,1;55;100;15;20,19;4,71;🔴 Comprar agora;5,0;291,67;1321,48
PC002955;Não informado;E;Baixa;1,0;4,1;7,3;55;100;15;50,04;4,71;🚨 RUPTURA IMINENTE;13,0;484,69;6160,51
PC001875;Não informado;E;Baixa;4,0;3,0;39,5;55;100;15;9,25;4,71;🔴 Comprar agora;6,0;381,58;2340,08
PC002315;Não informado;E;Baixa;10,0;3,8;78,3;55;100;15;4,66;4,71;🟢 OK;0,0;72,19;0,0
PC000608;Não informado;E;Baixa;2,0;4,2;14,2;55;100;15;25,68;4,71;🚨 RUPTURA IMINENTE;12,0;477,16;5759,8
PC000083;Não informado;E;Baixa;1,0;1,0;29,4;55;100;15;12,42;4,71;🔴 Comprar agora;2,0;805,35;1934,61
PC007947;Não informado;E;Baixa;4,0;3,1;38,3;55;100;15;9,54;4,71;🔴 Comprar agora;6,0;99,32;641,22
PC007850;Não informado;E;Baixa;2,0;0,9;66,8;55;100;15;5,46;4,71;🟢 OK;0,0;340,68;0,0
PC007699;Não informado;E;Baixa;2,0;1,0;61,7;55;100;15;5,91;4,71;🟢 OK;0,0;330,89;0,0
PC001877;Não informado;E;Baixa;1,0;0,8;35,6;55;100;15;10,24;4,71;🔴 Comprar agora;2,0;306,71;554,1
PC004416;Não informado;E;Baixa;1,0;2,8;10,6;55;100;15;34,59;4,71;🚨 RUPTURA IMINENTE;8,0;623,31;5283,15
PC009483;Não informado;E;Baixa;1,0;0,9;35,0;55;100;15;10,43;4,71;🔴 Comprar agora;2,0;241,07;447,55
PC009493;Não informado;E;Baixa;3,0;1,0;94,1;55;100;15;3,88;4,71;🟢 OK;0,0;292,39;0,0
PC007499;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;2,0;199,05;473,79
PC005952;Não informado;E;Baixa;4,0;1,3;90,9;55;100;15;4,02;4,71;🟢 OK;0,0;234,1;0,0
PC001536;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;555,0;1859,22
PC005909;Não informado;E;Baixa;2,0;2,8;21,2;55;100;15;17,25;4,71;🔴 Comprar agora;7,0;82,84;617,43
PC004458;Não informado;E;Baixa;3,0;3,1;28,6;55;100;15;12,74;4,71;🔴 Comprar agora;7,0;137,55;1028,04
PC009002;Não informado;E;Baixa;3,0;1,1;85,5;55;100;15;4,27;4,71;🟢 OK;0,0;237,51;0,0
PC002538;Não informado;E;Baixa;2,0;3,0;19,8;55;100;15;18,46;4,71;🔴 Comprar agora;8,0;257,48;2089,67
PC006795;Não informado;E;Baixa;1,0;1,7;17,8;55;100;15;20,49;4,71;🔴 Comprar agora;5,0;250,7;1156,83
PC007891;Não informado;E;Baixa;2,0;3,8;15,9;55;100;15;23,0;4,71;🔴 Comprar agora;11,0;257,64;2732,27
PC006805;Não informado;E;Baixa;1,0;3,1;9,8;55;100;15;37,18;4,71;🚨 RUPTURA IMINENTE;9,0;267,66;2459,02
PC005440;Não informado;E;Baixa;2,0;1,0;58,7;55;100;15;6,22;4,71;🟢 OK;0,0;662,34;0,0
PC004608;Não informado;E;Baixa;1,0;1,6;19,0;55;100;15;19,19;4,71;🔴 Comprar agora;4,0;198,13;843,78
PC005088;Não informado;E;Baixa;2,0;2,0;30,0;55;100;15;12,16;4,71;🔴 Comprar agora;5,0;103,11;480,78
PC009619;Não informado;E;Baixa;1,0;2,1;14,0;55;100;15;26,0;4,71;🚨 RUPTURA IMINENTE;6,0;464,26;2842,88
PC004640;Não informado;E;Baixa;3,0;1,8;49,7;55;100;15;7,34;4,71;🔴 Comprar agora;3,0;115,35;350,26
PC007520;Não informado;E;Baixa;3,0;1,4;63,3;55;100;15;5,76;4,71;🟢 OK;0,0;176,09;0,0
PC009291;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,27;4,71;🔴 Comprar agora;5,0;380,14;1796,54
PC002379;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,41;4,71;🚨 RUPTURA IMINENTE;6,0;434,38;2470,34
PC009344;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;809,95;2667,04
PC006080;Não informado;E;Baixa;5,0;2,9;51,2;55;100;15;7,12;4,71;🔴 Comprar agora;5,0;290,75;1383,49
PC008032;Não informado;E;Baixa;7,0;3,0;69,7;55;100;15;5,24;4,71;🟢 OK;0,0;76,58;0,0
PC001299;Não informado;E;Baixa;1,0;1,0;30,5;55;100;15;11,98;4,71;🔴 Comprar agora;2,0;479,83;1095,01
PC001024;Não informado;E;Baixa;1,0;3,1;9,7;55;100;15;37,81;4,71;🚨 RUPTURA IMINENTE;9,0;358,0;3350,14
PC008576;Não informado;E;Baixa;7,0;7,2;29,2;55;100;15;12,48;4,71;🔴 Comprar agora;17,0;90,74;1537,35
PC007445;Não informado;E;Baixa;2,0;1,0;62,8;55;100;15;5,82;4,71;🟢 OK;0,0;206,36;0,0
PC003275;Não informado;E;Baixa;5,0;3,1;48,4;55;100;15;7,54;4,71;🔴 Comprar agora;5,0;98,27;524,18
PC009867;Não informado;E;Baixa;2,0;6,0;10,0;55;100;15;36,61;4,71;🚨 RUPTURA IMINENTE;18,0;88,65;1601,18
PC007701;Não informado;E;Baixa;4,0;3,5;34,8;55;100;15;10,5;4,71;🔴 Comprar agora;8,0;96,09;721,69
PC006944;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;2,0;714,62;1697,33
PC003723;Não informado;E;Baixa;7,0;3,2;65,3;55;100;15;5,59;4,71;🟢 OK;0,0;64,73;0,0
PC007530;Não informado;E;Baixa;2,0;3,2;18,6;55;100;15;19,59;4,71;🔴 Comprar agora;9,0;66,7;582,53
PC008352;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;378,48;1253,43
PC000096;Não informado;E;Baixa;4,0;1,6;72,8;55;100;15;5,01;4,71;🟢 OK;0,0;62,79;0,0
PC007371;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;480,49;1555,73
PC001619;Não informado;E;Baixa;3,0;2,0;45,8;55;100;15;7,97;4,71;🔴 Comprar agora;4,0;54,62;194,11
PC000787;Não informado;E;Baixa;9,0;5,2;51,9;55;100;15;7,03;4,71;🔴 Comprar agora;8,0;94,7;788,47
PC000147;Não informado;E;Média;2,0;1,6;36,6;55;100;15;9,99;4,71;🔴 Comprar agora;3,0;91,29;316,92
PC004160;Não informado;E;Baixa;0,0;2,1;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;7,0;172,24;1205,76
PC000288;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;303,07;1033,73
PC005515;Não informado;E;Baixa;3,0;1,0;86,6;55;100;15;4,22;4,71;🟢 OK;0,0;108,07;0,0
PC008864;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,5;4,71;🔴 Comprar agora;2,0;508,75;1233,1
PC001363;Não informado;E;Baixa;1,0;1,0;29,1;55;100;15;12,54;4,71;🔴 Comprar agora;2,0;303,36;738,59
PC001355;Não informado;E;Baixa;0,0;1,9;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;6,0;133,87;828,87
PC002346;Não informado;E;Baixa;1,0;1,0;30,8;55;100;15;11,86;4,71;🔴 Comprar agora;2,0;244,78;550,33
PC002816;Não informado;E;Baixa;2,0;1,0;57,9;55;100;15;6,31;4,71;🟢 OK;0,0;133,6;0,0
PC001547;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;195,62;675,04
PC004245;Não informado;E;Baixa;0,0;1,0;0,0;55;100;15;0,0;4,71;🚨 RUPTURA IMINENTE;3,0;180,82;603,01
PC000331;Não informado;E;Baixa;1,0;0,9;32,3;55;100;15;11,31;4,71;🔴 Comprar agora;2,0;56,67;118,94
