Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;CapitalParado
PC005539;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;2,0;457,04;1075,79;457,04
PC004669;Não informado;E;Média;2,0;1,6;36,8;55;100;15;9,91;4,71;🔴 Comprar agora;3,0;228,32;783,05;456,64
PC003775;Não informado;E;Baixa;1,0;0,9;33,6;55;100;15;10,87;4,71;🔴 Comprar agora;2,0;452,1;894,57;452,1
PC001505;Não informado;E;Baixa;4,0;1,8;66,1;55;100;15;5,52;4,71;🟢 OK;0,0;112,76;0,0;451,04
PC005001;Não informado;E;Baixa;1,0;1,6;18,9;55;100;15;19,34;4,71;🔴 Comprar agora;4,0;447,47;1923,99;447,47
PC008364;Não informado;E;Baixa;2,0;2,0;29,9;55;100;15;12,22;4,71;🔴 Comprar agora;5,0;222,78;1046,7;445,56
PC003743;Não informado;E;Baixa;2,0;1,0;61,1;55;100;15;5,98;4,71;🟢 OK;0,0;222,31;0,0;444,62
PC003468;Não informado;E;Baixa;2,0;1,0;59,9;55;100;15;6,09;4,71;🟢 OK;0,0;221,06;0,0;442,12
PC005181;Não informado;E;Baixa;3,0;0,9;99,7;55;100;15;3,66;4,71;🟢 OK;0,0;147,24;0,0;441,72
PC006995;Não informado;E;Baixa;1,0;1,6;18,8;55;100;15;19,46;4,71;🔴 Comprar agora;4,0;441,65;1913,23;441,65
PC000551;Não informado;E;Baixa;1,0;1,0;28,9;55;100;15;12,61;4,71;🔴 Comprar agora;2,0;438,28;1076,22;438,28
PC009384;Não informado;E;Baixa;4,0;1,9;62,9;55;100;15;5,81;4,71;🟢 OK;0,0;108,64;0,0;434,56
PC002379;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,41;4,71;🚨 RUPTURA IMINENTE;6,0;434,38;2470,34;434,38
PC001230;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,42;4,71;🚨 RUPTURA IMINENTE;6,0;433,2;2465,43;433,2
PC003383;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,49;4,71;🔴 Comprar agora;2,0;430,96;1043,64;430,96
PC005452;Não informado;E;Baixa;2,0;2,0;30,5;55;100;15;11,95;4,71;🔴 Comprar agora;5,0;214,93;977,78;429,86
PC007122;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,45;4,71;🚨 RUPTURA IMINENTE;6,0;426,78;2431,56;426,78
PC009940;Não informado;E;Baixa;2,0;1,0;59,7;55;100;15;6,11;4,71;🟢 OK;0,0;212,86;0,0;425,72
PC004915;Não informado;E;Baixa;3,0;1,0;89,1;55;100;15;4,1;4,71;🟢 OK;0,0;141,56;0,0;424,68
PC007519;Não informado;E;Baixa;1,0;1,1;28,4;55;100;15;12,83;4,71;🔴 Comprar agora;3,0;422,57;1063,01;422,57
PC005326;Não informado;E;Baixa;1,0;1,9;15,5;55;100;15;23,51;4,71;🔴 Comprar agora;5,0;415,21;2259,61;415,21
PC009870;Não informado;E;Baixa;6,0;2,0;88,9;55;100;15;4,11;4,71;🟢 OK;0,0;68,84;0,0;413,04
PC007445;Não informado;E;Baixa;2,0;1,0;62,8;55;100;15;5,82;4,71;🟢 OK;0,0;206,36;0,0;412,72
PC000967;Não informado;E;Baixa;1,0;1,0;30,3;55;100;15;12,05;4,71;🔴 Comprar agora;2,0;409,22;941,28;409,22
PC006858;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,9;4,71;🚨 RUPTURA IMINENTE;6,0;403,68;2350,48;403,68
PC006038;Não informado;E;Baixa;1,0;1,0;30,0;55;100;15;12,19;4,71;🔴 Comprar agora;2,0;398,22;931,28;398,22
PC002304;Não informado;E;Baixa;1,0;1,0;30,6;55;100;15;11,91;4,71;🔴 Comprar agora;2,0;398,05;901,27;398,05
PC001267;Não informado;E;Baixa;2,0;1,6;37,6;55;100;15;9,72;4,71;🔴 Comprar agora;3,0;197,32;656,15;394,64
PC004675;Não informado;E;Baixa;1,0;1,0;30,3;55;100;15;12,06;4,71;🔴 Comprar agora;2,0;394,4;908,21;394,4
PC009880;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;24,05;4,71;🔴 Comprar agora;6,0;392,89;2195,58;392,89
PC009457;Não informado;E;Baixa;3,0;1,9;47,9;55;100;15;7,62;4,71;🔴 Comprar agora;3,0;130,38;425,02;391,14
PC002759;Não informado;E;Baixa;1,0;1,0;28,8;55;100;15;12,67;4,71;🔴 Comprar agora;2,0;382,12;943,92;382,12
PC007347;Não informado;E;Baixa;3,0;1,0;86,8;55;100;15;4,2;4,71;🟢 OK;0,0;125,98;0,0;377,94
PC004399;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;24,08;4,71;🔴 Comprar agora;6,0;377,38;2112,65;377,38
PC009778;Não informado;E;Baixa;3,0;1,0;92,8;55;100;15;3,93;4,71;🟢 OK;0,0;125,17;0,0;375,51
PC007359;Não informado;E;Baixa;1,0;1,9;15,5;55;100;15;23,5;4,71;🔴 Comprar agora;5,0;373,69;2032,21;373,69
PC001841;Não informado;E;Baixa;2,0;1,7;34,7;55;100;15;10,53;4,71;🔴 Comprar agora;4,0;182,42;687,93;364,84
PC005503;Não informado;E;Baixa;3,0;1,0;90,4;55;100;15;4,04;4,71;🟢 OK;0,0;121,38;0,0;364,14
PC008360;Não informado;E;Baixa;3,0;1,6;55,8;55;100;15;6,54;4,71;🟢 OK;0,0;121,32;0,0;363,96
PC003183;Não informado;E;Baixa;1,0;0,9;31,7;55;100;15;11,51;4,71;🔴 Comprar agora;2,0;362,84;781,51;362,84
PC005043;Não informado;E;Baixa;1,0;1,0;28,8;55;100;15;12,69;4,71;🔴 Comprar agora;2,0;361,84;896,31;361,84
PC002165;Não informado;E;Baixa;1,0;1,1;26,5;55;100;15;13,75;4,71;🔴 Comprar agora;3,0;358,99;993,27;358,99
PC003704;Não informado;E;Baixa;2,0;1,8;34,0;55;100;15;10,74;4,71;🔴 Comprar agora;4,0;177,67;690,29;355,34
PC006013;Não informado;E;Baixa;3,0;1,6;56,2;55;100;15;6,5;4,71;🟢 OK;0,0;117,62;0,0;352,86
PC005278;Não informado;E;Baixa;1,0;1,9;15,7;55;100;15;23,18;4,71;🔴 Comprar agora;5,0;351,22;1879,55;351,22
PC006653;Não informado;E;Média;1,0;1,7;17,9;55;100;15;20,37;4,71;🔴 Comprar agora;5,0;350,05;1603,39;350,05
PC009337;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,25;4,71;🔴 Comprar agora;2,0;349,75;824,43;349,75
PC007756;Não informado;E;Baixa;2,0;1,0;59,8;55;100;15;6,11;4,71;🟢 OK;0,0;173,66;0,0;347,32
PC008240;Não informado;E;Baixa;1,0;1,7;17,6;55;100;15;20,77;4,71;🔴 Comprar agora;5,0;346,83;1627,14;346,83
PC000044;Não informado;E;Baixa;1,0;1,0;29,4;55;100;15;12,42;4,71;🔴 Comprar agora;2,0;346,08;831,19;346,08
PC004640;Não informado;E;Baixa;3,0;1,8;49,7;55;100;15;7,34;4,71;🔴 Comprar agora;3,0;115,35;350,26;346,04999999999995
PC001978;Não informado;E;Baixa;3,0;2,0;44,5;55;100;15;8,21;4,71;🔴 Comprar agora;4,0;115,23;431,71;345,69
PC007526;Não informado;E;Baixa;2,0;0,9;68,3;55;100;15;5,34;4,71;🟢 OK;0,0;172,38;0,0;344,76
PC001819;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,62;4,71;🚨 RUPTURA IMINENTE;6,0;344,1;1977,24;344,1
PC009395;Não informado;E;Baixa;1,0;1,1;28,2;55;100;15;12,93;4,71;🔴 Comprar agora;3,0;343,09;872,18;343,09
PC009164;Não informado;E;Baixa;1,0;1,0;28,9;55;100;15;12,63;4,71;🔴 Comprar agora;2,0;341,12;839,4;341,12
PC006952;Não informado;E;Baixa;6,0;1,9;92,9;55;100;15;3,93;4,71;🟢 OK;0,0;56,73;0,0;340,38
PC009052;Não informado;E;Baixa;2,0;1,6;36,8;55;100;15;9,91;4,71;🔴 Comprar agora;3,0;169,93;583,24;339,86
PC005361;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,76;4,71;🚨 RUPTURA IMINENTE;6,0;335,75;1941,49;335,75
PC005245;Não informado;E;Baixa;2,0;1,0;58,9;55;100;15;6,2;4,71;🟢 OK;0,0;167,34;0,0;334,68
PC003602;Não informado;E;Baixa;2,0;2,0;29,3;55;100;15;12,45;4,71;🔴 Comprar agora;5,0;166,85;804,49;333,7
PC000360;Não informado;E;Baixa;3,0;1,0;89,1;55;100;15;4,09;4,71;🟢 OK;0,0;110,96;0,0;332,88
PC008291;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,33;4,71;🔴 Comprar agora;2,0;332,34;790,22;332,34
PC002892;Não informado;E;Baixa;2,0;1,4;43,5;55;100;15;8,39;4,71;🔴 Comprar agora;3,0;165,69;429,9;331,38
PC005982;Não informado;E;Média;1,0;1,6;18,6;55;100;15;19,58;4,71;🔴 Comprar agora;4,0;330,84;1443,73;330,84
PC007619;Não informado;E;Baixa;2,0;2,0;30,6;55;100;15;11,93;4,71;🔴 Comprar agora;5,0;165,2;749,57;330,4
PC000329;Não informado;E;Baixa;3,0;1,3;71,3;55;100;15;5,12;4,71;🟢 OK;0,0;108,51;0,0;325,53000000000003
PC005515;Não informado;E;Baixa;3,0;1,0;86,6;55;100;15;4,22;4,71;🟢 OK;0,0;108,07;0,0;324,21
PC002877;Não informado;E;Baixa;3,0;2,0;44,6;55;100;15;8,18;4,71;🔴 Comprar agora;4,0;107,91;401,67;323,73
PC009452;Não informado;E;Baixa;1,0;1,9;15,5;55;100;15;23,48;4,71;🔴 Comprar agora;5,0;316,73;1721,06;316,73
PC008936;Não informado;E;Baixa;6,0;1,9;92,9;55;100;15;3,93;4,71;🟢 OK;0,0;52,49;0,0;314,94
PC003078;Não informado;E;Baixa;5,0;2,0;74,3;55;100;15;4,91;4,71;🟢 OK;0,0;62,76;0,0;313,8
PC006275;Não informado;E;Baixa;1,0;1,1;27,9;55;100;15;13,1;4,71;🔴 Comprar agora;3,0;313,35;811,09;313,35
PC006756;Não informado;E;Baixa;1,0;0,9;33,1;55;100;15;11,04;4,71;🔴 Comprar agora;2,0;310,19;627,97;310,19
PC000433;Não informado;E;Baixa;1,0;1,5;19,4;55;100;15;18,82;4,71;🔴 Comprar agora;4,0;309,92;1287,69;309,92
PC004043;Não informado;E;Baixa;1,0;1,7;17,4;55;100;15;20,96;4,71;🔴 Comprar agora;5,0;309,9;1469,77;309,9
PC001247;Não informado;E;Baixa;2,0;1,6;36,7;55;100;15;9,95;4,71;🔴 Comprar agora;3,0;154,92;535,16;309,84
PC008413;Não informado;E;Baixa;2,0;1,6;38,2;55;100;15;9,56;4,71;🔴 Comprar agora;3,0;154,9;502,04;309,8
PC009630;Não informado;E;Baixa;1,0;1,1;28,1;55;100;15;12,97;4,71;🔴 Comprar agora;3,0;308,24;787,05;308,24
PC001877;Não informado;E;Baixa;1,0;0,8;35,6;55;100;15;10,24;4,71;🔴 Comprar agora;2,0;306,71;554,1;306,71
PC003773;Não informado;E;Baixa;5,0;2,0;74,0;55;100;15;4,93;4,71;🟢 OK;0,0;61,2;0,0;306,0
PC009667;Não informado;E;Média;1,0;1,6;18,5;55;100;15;19,72;4,71;🔴 Comprar agora;4,0;304,19;1339,03;304,19
PC001363;Não informado;E;Baixa;1,0;1,0;29,1;55;100;15;12,54;4,71;🔴 Comprar agora;2,0;303,36;738,59;303,36
PC003506;Não informado;E;Baixa;5,0;2,0;75,5;55;100;15;4,83;4,71;🟢 OK;0,0;59,47;0,0;297,35
PC002396;Não informado;E;Baixa;1,0;1,0;28,9;55;100;15;12,65;4,71;🔴 Comprar agora;2,0;296,65;731,26;296,65
PC003573;Não informado;E;Baixa;1,0;1,0;30,4;55;100;15;12,0;4,71;🔴 Comprar agora;2,0;295,75;676,32;295,75
PC001994;Não informado;E;Baixa;1,0;1,0;29,3;55;100;15;12,46;4,71;🔴 Comprar agora;2,0;295,0;711,85;295,0
PC005041;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;2,0;293,23;698,19;293,23
PC006781;Não informado;E;Baixa;1,0;1,9;15,7;55;100;15;23,19;4,71;🔴 Comprar agora;5,0;292,36;1565,02;292,36
PC009706;Não informado;E;Média;1,0;1,7;18,1;55;100;15;20,19;4,71;🔴 Comprar agora;5,0;291,67;1321,48;291,67
PC000207;Não informado;E;Baixa;2,0;1,8;33,5;55;100;15;10,89;4,71;🔴 Comprar agora;4,0;145,75;578,56;291,5
PC000105;Não informado;E;Baixa;3,0;2,0;44,2;55;100;15;8,26;4,71;🔴 Comprar agora;4,0;96,99;367,51;290,96999999999997
PC006914;Não informado;E;Baixa;1,0;1,0;30,5;55;100;15;11,98;4,71;🔴 Comprar agora;2,0;290,16;662,5;290,16
PC005407;Não informado;E;Baixa;3,0;1,0;89,6;55;100;15;4,07;4,71;🟢 OK;0,0;94,54;0,0;283,62
PC002289;Não informado;E;Baixa;1,0;1,0;30,2;55;100;15;12,1;4,71;🔴 Comprar agora;2,0;283,0;654,9;283,0
PC007628;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,74;4,71;🚨 RUPTURA IMINENTE;6,0;282,96;1634,74;282,96
PC000930;Não informado;E;Baixa;1,0;1,0;30,9;55;100;15;11,83;4,71;🔴 Comprar agora;2,0;282,15;632,31;282,15
PC001923;Não informado;E;Baixa;2,0;1,0;59,6;55;100;15;6,12;4,71;🟢 OK;0,0;140,81;0,0;281,62
PC000860;Não informado;E;Baixa;6,0;1,8;99,4;55;100;15;3,67;4,71;🟢 OK;0,0;46,92;0,0;281,52
PC001128;Não informado;E;Baixa;4,0;1,9;62,8;55;100;15;5,82;4,71;🟢 OK;0,0;70,21;0,0;280,84
PC008190;Não informado;E;Baixa;1,0;1,0;29,9;55;100;15;12,19;4,71;🔴 Comprar agora;2,0;280,27;655,73;280,27
PC000387;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,9;4,71;🚨 RUPTURA IMINENTE;6,0;277,45;1614,98;277,45
PC007409;Não informado;E;Baixa;3,0;1,0;88,3;55;100;15;4,13;4,71;🟢 OK;0,0;92,12;0,0;276,36
PC001786;Não informado;E;Baixa;5,0;2,0;75,4;55;100;15;4,84;4,71;🟢 OK;0,0;55,26;0,0;276,3
PC006120;Não informado;E;Baixa;3,0;2,0;45,8;55;100;15;7,98;4,71;🔴 Comprar agora;4,0;92,0;327,23;276,0
PC002593;Não informado;E;Baixa;3,0;1,0;91,0;55;100;15;4,01;4,71;🟢 OK;0,0;91,78;0,0;275,34000000000003
PC008573;Não informado;E;Baixa;1,0;1,0;31,4;55;100;15;11,64;4,71;🔴 Comprar agora;2,0;272,57;596,85;272,57
PC001320;Não informado;E;Baixa;4,0;1,8;64,9;55;100;15;5,62;4,71;🟢 OK;0,0;67,68;0,0;270,72
PC006473;Não informado;E;Baixa;1,0;1,0;29,5;55;100;15;12,37;4,71;🔴 Comprar agora;2,0;269,7;644,13;269,7
PC009266;Não informado;E;Baixa;5,0;2,0;73,5;55;100;15;4,97;4,71;🟢 OK;0,0;53,77;0,0;268,85
PC005199;Não informado;E;Baixa;1,0;1,6;18,3;55;100;15;19,96;4,71;🔴 Comprar agora;4,0;268,29;1198,51;268,29
PC002481;Não informado;E;Baixa;1,0;1,0;30,6;55;100;15;11,92;4,71;🔴 Comprar agora;2,0;267,36;606,09;267,36
PC002816;Não informado;E;Baixa;2,0;1,0;57,9;55;100;15;6,31;4,71;🟢 OK;0,0;133,6;0,0;267,2
PC008883;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,65;4,71;🚨 RUPTURA IMINENTE;6,0;265,46;1527,52;265,46
PC008462;Não informado;E;Baixa;1,0;1,0;30,7;55;100;15;11,9;4,71;🔴 Comprar agora;2,0;264,69;597,99;264,69
PC004968;Não informado;E;Baixa;3,0;0,9;96,3;55;100;15;3,79;4,71;🟢 OK;0,0;88,2;0,0;264,6
PC009795;Não informado;E;Baixa;1,0;1,0;29,3;55;100;15;12,47;4,71;🔴 Comprar agora;2,0;262,41;633,91;262,41
PC005942;Não informado;E;Baixa;1,0;1,6;19,2;55;100;15;18,99;4,71;🔴 Comprar agora;4,0;262,32;1102,37;262,32
PC001260;Não informado;E;Baixa;1,0;1,1;27,1;55;100;15;13,47;4,71;🔴 Comprar agora;3,0;260,98;702,23;260,98
PC002290;Não informado;E;Baixa;3,0;0,9;103,2;55;100;15;3,54;4,71;🟡 Estoque excessivo;0,0;85,99;0,0;257,96999999999997
PC009841;Não informado;E;Baixa;4,0;1,3;91,5;55;100;15;3,99;4,71;🟢 OK;0,0;64,48;0,0;257,92
PC001759;Não informado;E;Baixa;1,0;1,0;29,3;55;100;15;12,46;4,71;🔴 Comprar agora;2,0;254,66;614,57;254,66
PC009213;Não informado;E;Média;1,0;1,7;18,2;55;100;15;20,1;4,71;🔴 Comprar agora;5,0;254,48;1146,6;254,48
PC000552;Não informado;E;Baixa;2,0;1,0;59,0;55;100;15;6,18;4,71;🟢 OK;0,0;125,96;0,0;251,92
PC001680;Não informado;E;Baixa;2,0;1,6;36,6;55;100;15;9,97;4,71;🔴 Comprar agora;3,0;125,94;436,39;251,88
PC008822;Não informado;E;Baixa;1,0;1,6;18,7;55;100;15;19,47;4,71;🔴 Comprar agora;4,0;251,21;1088,86;251,21
PC000096;Não informado;E;Baixa;4,0;1,6;72,8;55;100;15;5,01;4,71;🟢 OK;0,0;62,79;0,0;251,16
PC009855;Não informado;E;Baixa;2,0;0,9;63,6;55;100;15;5,74;4,71;🟢 OK;0,0;125,39;0,0;250,78
PC006795;Não informado;E;Baixa;1,0;1,7;17,8;55;100;15;20,49;4,71;🔴 Comprar agora;5,0;250,7;1156,83;250,7
PC005995;Não informado;E;Baixa;2,0;2,0;29,9;55;100;15;12,2;4,71;🔴 Comprar agora;5,0;124,45;583,07;248,9
PC002346;Não informado;E;Baixa;1,0;1,0;30,8;55;100;15;11,86;4,71;🔴 Comprar agora;2,0;244,78;550,33;244,78
PC003500;Não informado;E;Média;2,0;1,0;60,8;55;100;15;6,01;4,71;🟢 OK;0,0;122,34;0,0;244,68
PC006429;Não informado;E;Baixa;5,0;1,7;88,9;55;100;15;4,11;4,71;🟢 OK;0,0;48,92;0,0;244,60000000000002
PC009483;Não informado;E;Baixa;1,0;0,9;35,0;55;100;15;10,43;4,71;🔴 Comprar agora;2,0;241,07;447,55;241,07
PC009023;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,28;4,71;🔴 Comprar agora;2,0;238,33;563,48;238,33
PC001266;Não informado;E;Média;3,0;1,7;54,5;55;100;15;6,7;4,71;🔴 Comprar agora;3,0;78,66;196,94;235,98
PC002866;Não informado;E;Baixa;2,0;0,9;68,3;55;100;15;5,35;4,71;🟢 OK;0,0;117,87;0,0;235,74
PC000957;Não informado;E;Baixa;1,0;1,9;15,9;55;100;15;22,98;4,71;🔴 Comprar agora;5,0;235,64;1248,19;235,64
PC002806;Não informado;E;Baixa;1,0;1,4;22,0;55;100;15;16,56;4,71;🔴 Comprar agora;4,0;235,41;832,45;235,41
PC006492;Não informado;E;Baixa;1,0;1,3;22,4;55;100;15;16,3;4,71;🔴 Comprar agora;3,0;233,9;810,91;233,9
PC007537;Não informado;E;Baixa;1,0;1,6;18,4;55;100;15;19,84;4,71;🔴 Comprar agora;4,0;233,13;1034,14;233,13
PC002045;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,35;4,71;🔴 Comprar agora;2,0;232,77;554,79;232,77
PC006060;Não informado;E;Baixa;1,0;1,9;15,7;55;100;15;23,23;4,71;🔴 Comprar agora;5,0;227,66;1221,36;227,66
PC004748;Não informado;E;Baixa;2,0;1,0;58,0;55;100;15;6,3;4,71;🟢 OK;0,0;113,38;0,0;226,76
PC000033;Não informado;E;Baixa;2,0;2,0;30,2;55;100;15;12,08;4,71;🔴 Comprar agora;5,0;112,91;521,59;225,82
PC004193;Não informado;E;Baixa;2,0;1,6;38,2;55;100;15;9,54;4,71;🔴 Comprar agora;3,0;112,02;361,76;224,04
PC007110;Não informado;E;Baixa;1,0;1,1;28,4;55;100;15;12,84;4,71;🔴 Comprar agora;3,0;219,75;553,23;219,75
PC003219;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,74;4,71;🚨 RUPTURA IMINENTE;6,0;217,0;1253,55;217,0
PC005153;Não informado;E;Baixa;2,0;0,9;65,1;55;100;15;5,61;4,71;🟢 OK;0,0;108,48;0,0;216,96
PC008489;Não informado;E;Baixa;3,0;0,9;101,3;55;100;15;3,6;4,71;🟡 Estoque excessivo;0,0;72,21;0,0;216,63
PC002294;Não informado;E;Baixa;3,0;1,0;91,8;55;100;15;3,98;4,71;🟢 OK;0,0;71,84;0,0;215,52
PC004146;Não informado;E;Baixa;3,0;2,0;44,8;55;100;15;8,14;4,71;🔴 Comprar agora;4,0;71,75;265,04;215,25
PC004273;Não informado;E;Baixa;1,0;0,9;35,2;55;100;15;10,38;4,71;🔴 Comprar agora;2,0;215,21;396,81;215,21
PC004221;Não informado;E;Baixa;2,0;1,1;55,6;55;100;15;6,56;4,71;🟢 OK;0,0;107,32;0,0;214,64
PC009900;Não informado;E;Baixa;2,0;1,0;61,5;55;100;15;5,93;4,71;🟢 OK;0,0;105,89;0,0;211,78
PC001785;Não informado;E;Média;1,0;1,7;17,3;55;100;15;21,13;4,71;🔴 Comprar agora;5,0;211,59;1013,13;211,59
PC007555;Não informado;E;Baixa;2,0;2,0;30,2;55;100;15;12,09;4,71;🔴 Comprar agora;5,0;104,56;483,66;209,12
PC004153;Não informado;E;Baixa;1,0;1,0;29,3;55;100;15;12,48;4,71;🔴 Comprar agora;2,0;207,56;501,9;207,56
PC005088;Não informado;E;Baixa;2,0;2,0;30,0;55;100;15;12,16;4,71;🔴 Comprar agora;5,0;103,11;480,78;206,22
PC000946;Não informado;E;Baixa;2,0;1,0;62,5;55;100;15;5,84;4,71;🟢 OK;0,0;102,35;0,0;204,7
PC003395;Não informado;E;Baixa;1,0;1,0;30,5;55;100;15;11,99;4,71;🔴 Comprar agora;2,0;203,07;463,82;203,07
PC006854;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,63;4,71;🚨 RUPTURA IMINENTE;6,0;202,99;1166,93;202,99
PC009122;Não informado;E;Baixa;1,0;0,9;31,9;55;100;15;11,43;4,71;🔴 Comprar agora;2,0;202,16;431,15;202,16
PC007499;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;2,0;199,05;473,79;199,05
PC004608;Não informado;E;Baixa;1,0;1,6;19,0;55;100;15;19,19;4,71;🔴 Comprar agora;4,0;198,13;843,78;198,13
PC008371;Não informado;E;Baixa;2,0;0,9;65,1;55;100;15;5,6;4,71;🟢 OK;0,0;98,36;0,0;196,72
PC000527;Não informado;E;Baixa;3,0;1,8;50,4;55;100;15;7,25;4,71;🔴 Comprar agora;3,0;64,16;189,65;192,48
PC008488;Não informado;E;Baixa;3,0;1,6;57,8;55;100;15;6,31;4,71;🟢 OK;0,0;63,53;0,0;190,59
PC006762;Não informado;E;Baixa;1,0;1,9;15,4;55;100;15;23,7;4,71;🔴 Comprar agora;5,0;186,95;1026,72;186,95
PC002627;Não informado;E;Média;1,0;1,7;18,0;55;100;15;20,32;4,71;🔴 Comprar agora;5,0;186,56;851,99;186,56
PC007859;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,25;4,71;🔴 Comprar agora;2,0;185,59;437,11;185,59
PC001682;Não informado;E;Baixa;2,0;1,0;58,2;55;100;15;6,27;4,71;🟢 OK;0,0;92,64;0,0;185,28
PC007989;Não informado;E;Baixa;1,0;1,0;30,1;55;100;15;12,11;4,71;🔴 Comprar agora;2,0;183,98;426,39;183,98
PC004068;Não informado;E;Baixa;1,0;1,1;28,2;55;100;15;12,92;4,71;🔴 Comprar agora;3,0;183,14;465,18;183,14
PC008306;Não informado;E;Baixa;3,0;1,0;87,2;55;100;15;4,19;4,71;🟢 OK;0,0;60,94;0,0;182,82
PC000147;Não informado;E;Média;2,0;1,6;36,6;55;100;15;9,99;4,71;🔴 Comprar agora;3,0;91,29;316,92;182,58
PC001074;Não informado;E;Baixa;3,0;1,8;50,0;55;100;15;7,3;4,71;🔴 Comprar agora;3,0;60,78;182,14;182,34
PC004605;Não informado;E;Baixa;2,0;1,0;58,4;55;100;15;6,25;4,71;🟢 OK;0,0;90,81;0,0;181,62
PC000097;Não informado;E;Baixa;3,0;1,6;56,0;55;100;15;6,52;4,71;🟢 OK;0,0;60,27;0,0;180,81
PC006860;Não informado;E;Baixa;1,0;1,0;30,8;55;100;15;11,85;4,71;🔴 Comprar agora;2,0;178,0;399,96;178,0
PC003450;Não informado;E;Baixa;3,0;1,3;67,1;55;100;15;5,44;4,71;🟢 OK;0,0;59,23;0,0;177,69
PC001907;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,53;4,71;🚨 RUPTURA IMINENTE;6,0;176,68;1010,53;176,68
PC009064;Não informado;E;Baixa;2,0;1,0;62,7;55;100;15;5,82;4,71;🟢 OK;0,0;87,59;0,0;175,18
PC006265;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,55;4,71;🚨 RUPTURA IMINENTE;6,0;174,79;1001,01;174,79
PC009411;Não informado;E;Baixa;1,0;1,7;18,2;55;100;15;20,08;4,71;🔴 Comprar agora;5,0;174,08;783,76;174,08
PC009935;Não informado;E;Baixa;1,0;1,1;27,6;55;100;15;13,21;4,71;🔴 Comprar agora;3,0;173,89;455,23;173,89
PC009533;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;2,0;173,59;413,48;173,59
PC005507;Não informado;E;Baixa;2,0;1,3;44,6;55;100;15;8,18;4,71;🔴 Comprar agora;2,0;85,2;211,44;170,4
PC001661;Não informado;E;Baixa;1,0;1,0;31,2;55;100;15;11,71;4,71;🔴 Comprar agora;2,0;170,14;375,77;170,14
PC005277;Não informado;E;Baixa;1,0;0,9;32,2;55;100;15;11,32;4,71;🔴 Comprar agora;2,0;167,09;351,11;167,09
PC006710;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,33;4,71;🔴 Comprar agora;6,0;166,24;941,73;166,24
PC003560;Não informado;E;Baixa;4,0;2,0;59,3;55;100;15;6,15;4,71;🟢 OK;0,0;41,25;0,0;165,0
PC001619;Não informado;E;Baixa;3,0;2,0;45,8;55;100;15;7,97;4,71;🔴 Comprar agora;4,0;54,62;194,11;163,85999999999999
PC009587;Não informado;E;Baixa;3,0;1,0;87,5;55;100;15;4,17;4,71;🟢 OK;0,0;54,51;0,0;163,53
PC004124;Não informado;E;Baixa;3,0;1,6;54,6;55;100;15;6,69;4,71;🔴 Comprar agora;2,0;54,39;135,68;163,17000000000002
PC006889;Não informado;E;Baixa;2,0;1,5;38,7;55;100;15;9,43;4,71;🔴 Comprar agora;3,0;79,26;250,99;158,52
PC006412;Não informado;E;Baixa;3,0;1,9;47,1;55;100;15;7,75;4,71;🔴 Comprar agora;3,0;52,77;177,71;158,31
PC004338;Não informado;E;Baixa;2,0;0,9;64,4;55;100;15;5,67;4,71;🟢 OK;0,0;78,79;0,0;157,58
PC007541;Não informado;E;Baixa;2,0;1,5;40,0;55;100;15;9,13;4,71;🔴 Comprar agora;3,0;78,3;235,23;156,6
