Produto;Categoria;Emissao;Quantidade;Vlr.Total;Filial;_data_ml;_periodo_ml;_periodo_val
PC000015;Arrefecimento;01/07/2025;24;14515,13;Loja Centro;2025-07-01;2025-07;2025-07
PC000015;Arrefecimento;01/08/2025;20;12095,94;Loja Centro;2025-08-01;2025-08;2025-08
PC000015;Arrefecimento;01/09/2025;22;13305,54;Loja Centro;2025-09-01;2025-09;2025-09
PC000015;Arrefecimento;01/10/2025;25;15119,93;Loja Centro;2025-10-01;2025-10;2025-10
PC000015;Arrefecimento;01/11/2025;36;21772,69;Loja Centro;2025-11-01;2025-11;2025-11
PC000015;Arrefecimento;01/12/2025;35;21167,9;Loja Centro;2025-12-01;2025-12;2025-12
PC000015;Arrefecimento;01/01/2026;27;16329,52;Loja Centro;2026-01-01;2026-01;2026-01
PC000015;Arrefecimento;01/02/2026;29;17539,12;Loja Centro;2026-02-01;2026-02;2026-02
PC000015;Arrefecimento;01/03/2026;22;13305,54;Loja Centro;2026-03-01;2026-03;2026-03
PC000015;Arrefecimento;01/04/2026;24;14515,13;Loja Centro;2026-04-01;2026-04;2026-04
PC000015;Arrefecimento;01/05/2026;29;17539,12;Loja Centro;2026-05-01;2026-05;2026-05
PC000015;Arrefecimento;01/06/2026;23;13910,33;Loja Centro;2026-06-01;2026-06;2026-06
PC000015;Arrefecimento;01/07/2026;19;11491,14;Loja Centro;2026-07-01;2026-07;2026-07
PC000015;Arrefecimento;01/08/2026;22;13305,54;Loja Centro;2026-08-01;2026-08;2026-08
PC000016;Arrefecimento;01/09/2022;29;19675,87;Loja Centro;2022-09-01;2022-09;2022-09
PC000016;Arrefecimento;01/10/2022;26;17640,43;Loja Centro;2022-10-01;2022-10;2022-10
PC000016;Arrefecimento;01/11/2022;36;24425,21;Loja Centro;2022-11-01;2022-11;2022-11
PC000016;Arrefecimento;01/12/2022;46;31210,0;Loja Centro;2022-12-01;2022-12;2022-12
PC000016;Arrefecimento;01/01/2023;31;21032,82;Loja Centro;2023-01-01;2023-01;2023-01
PC000016;Arrefecimento;01/02/2023;32;21711,3;Loja Centro;2023-02-01;2023-02;2023-02
PC000016;Arrefecimento;01/03/2023;32;21711,3;Loja Centro;2023-03-01;2023-03;2023-03
PC000016;Arrefecimento;01/04/2023;29;19675,87;Loja Centro;2023-04-01;2023-04;2023-04
PC000016;Arrefecimento;01/05/2023;33;22389,78;Loja Centro;2023-05-01;2023-05;2023-05
PC000016;Arrefecimento;01/06/2023;32;21711,3;Loja Centro;2023-06-01;2023-06;2023-06
PC000016;Arrefecimento;01/07/2023;25;16961,95;Loja Centro;2023-07-01;2023-07;2023-07
PC000016;Arrefecimento;01/08/2023;27;18318,91;Loja Centro;2023-08-01;2023-08;2023-08
PC000016;Arrefecimento;01/09/2023;28;18997,39;Loja Centro;2023-09-01;2023-09;2023-09
PC000016;Arrefecimento;01/10/2023;27;18318,91;Loja Centro;2023-10-01;2023-10;2023-10
PC000016;Arrefecimento;01/11/2023;42;28496,08;Loja Centro;2023-11-01;2023-11;2023-11
PC000016;Arrefecimento;01/12/2023;47;31888,47;Loja Centro;2023-12-01;2023-12;2023-12
PC000016;Arrefecimento;01/01/2024;32;21711,3;Loja Centro;2024-01-01;2024-01;2024-01
PC000016;Arrefecimento;01/02/2024;31;21032,82;Loja Centro;2024-02-01;2024-02;2024-02
PC000016;Arrefecimento;01/03/2024;27;18318,91;Loja Centro;2024-03-01;2024-03;2024-03
PC000016;Arrefecimento;01/04/2024;27;18318,91;Loja Centro;2024-04-01;2024-04;2024-04
PC000016;Arrefecimento;01/05/2024;34;23068,26;Loja Centro;2024-05-01;2024-05;2024-05
PC000016;Arrefecimento;01/06/2024;32;21711,3;Loja Centro;2024-06-01;2024-06;2024-06
PC000016;Arrefecimento;01/07/2024;31;21032,82;Loja Centro;2024-07-01;2024-07;2024-07
PC000016;Arrefecimento;01/08/2024;29;19675,87;Loja Centro;2024-08-01;2024-08;2024-08
PC000016;Arrefecimento;01/09/2024;29;19675,87;Loja Centro;2024-09-01;2024-09;2024-09
PC000016;Arrefecimento;01/10/2024;32;21711,3;Loja Centro;2024-10-01;2024-10;2024-10
PC000016;Arrefecimento;01/11/2024;43;29174,56;Loja Centro;2024-11-01;2024-11;2024-11
PC000016;Arrefecimento;01/12/2024;54;36637,82;Loja Centro;2024-12-01;2024-12;2024-12
PC000016;Arrefecimento;01/01/2025;34;23068,26;Loja Centro;2025-01-01;2025-01;2025-01
PC000016;Arrefecimento;01/02/2025;33;22389,78;Loja Centro;2025-02-01;2025-02;2025-02
PC000016;Arrefecimento;01/03/2025;35;23746,74;Loja Centro;2025-03-01;2025-03;2025-03
PC000016;Arrefecimento;01/04/2025;31;21032,82;Loja Centro;2025-04-01;2025-04;2025-04
PC000016;Arrefecimento;01/05/2025;32;21711,3;Loja Centro;2025-05-01;2025-05;2025-05
PC000016;Arrefecimento;01/06/2025;33;22389,78;Loja Centro;2025-06-01;2025-06;2025-06
PC000016;Arrefecimento;01/07/2025;32;21711,3;Loja Centro;2025-07-01;2025-07;2025-07
PC000016;Arrefecimento;01/08/2025;30;20354,35;Loja Centro;2025-08-01;2025-08;2025-08
PC000016;Arrefecimento;01/09/2025;26;17640,43;Loja Centro;2025-09-01;2025-09;2025-09
PC000016;Arrefecimento;01/10/2025;32;21711,3;Loja Centro;2025-10-01;2025-10;2025-10
PC000016;Arrefecimento;01/11/2025;46;31210,0;Loja Centro;2025-11-01;2025-11;2025-11
PC000016;Arrefecimento;01/12/2025;59;40030,21;Loja Centro;2025-12-01;2025-12;2025-12
PC000016;Arrefecimento;01/01/2026;36;24425,21;Loja Centro;2026-01-01;2026-01;2026-01
PC000016;Arrefecimento;01/02/2026;35;23746,74;Loja Centro;2026-02-01;2026-02;2026-02
PC000016;Arrefecimento;01/03/2026;32;21711,3;Loja Centro;2026-03-01;2026-03;2026-03
PC000016;Arrefecimento;01/04/2026;41;27817,61;Loja Centro;2026-04-01;2026-04;2026-04
PC000016;Arrefecimento;01/05/2026;35;23746,74;Loja Centro;2026-05-01;2026-05;2026-05
PC000016;Arrefecimento;01/06/2026;34;23068,26;Loja Centro;2026-06-01;2026-06;2026-06
PC000016;Arrefecimento;01/07/2026;31;21032,82;Loja Centro;2026-07-01;2026-07;2026-07
PC000016;Arrefecimento;01/08/2026;30;20354,35;Loja Centro;2026-08-01;2026-08;2026-08
PC000022;Arrefecimento;01/09/2022;29;6716,72;Loja Centro;2022-09-01;2022-09;2022-09
PC000022;Arrefecimento;01/10/2022;27;6253,5;Loja Centro;2022-10-01;2022-10;2022-10
PC000022;Arrefecimento;01/11/2022;33;7643,17;Loja Centro;2022-11-01;2022-11;2022-11
PC000022;Arrefecimento;01/12/2022;47;10885,72;Loja Centro;2022-12-01;2022-12;2022-12
PC000022;Arrefecimento;01/01/2023;27;6253,5;Loja Centro;2023-01-01;2023-01;2023-01
PC000022;Arrefecimento;01/02/2023;30;6948,33;Loja Centro;2023-02-01;2023-02;2023-02
PC000022;Arrefecimento;01/03/2023;35;8106,39;Loja Centro;2023-03-01;2023-03;2023-03
PC000022;Arrefecimento;01/04/2023;25;5790,28;Loja Centro;2023-04-01;2023-04;2023-04
PC000022;Arrefecimento;01/05/2023;28;6485,11;Loja Centro;2023-05-01;2023-05;2023-05
PC000022;Arrefecimento;01/06/2023;29;6716,72;Loja Centro;2023-06-01;2023-06;2023-06
PC000022;Arrefecimento;01/07/2023;29;6716,72;Loja Centro;2023-07-01;2023-07;2023-07
PC000022;Arrefecimento;01/08/2023;23;5327,06;Loja Centro;2023-08-01;2023-08;2023-08
PC000022;Arrefecimento;01/09/2023;22;5095,45;Loja Centro;2023-09-01;2023-09;2023-09
PC000022;Arrefecimento;01/10/2023;29;6716,72;Loja Centro;2023-10-01;2023-10;2023-10
PC000022;Arrefecimento;01/11/2023;33;7643,17;Loja Centro;2023-11-01;2023-11;2023-11
PC000022;Arrefecimento;01/12/2023;40;9264,45;Loja Centro;2023-12-01;2023-12;2023-12
PC000022;Arrefecimento;01/01/2024;33;7643,17;Loja Centro;2024-01-01;2024-01;2024-01
PC000022;Arrefecimento;01/02/2024;30;6948,33;Loja Centro;2024-02-01;2024-02;2024-02
PC000022;Arrefecimento;01/03/2024;30;6948,33;Loja Centro;2024-03-01;2024-03;2024-03
PC000022;Arrefecimento;01/04/2024;29;6716,72;Loja Centro;2024-04-01;2024-04;2024-04
PC000022;Arrefecimento;01/05/2024;25;5790,28;Loja Centro;2024-05-01;2024-05;2024-05
PC000022;Arrefecimento;01/06/2024;30;6948,33;Loja Centro;2024-06-01;2024-06;2024-06
PC000022;Arrefecimento;01/07/2024;28;6485,11;Loja Centro;2024-07-01;2024-07;2024-07
PC000022;Arrefecimento;01/08/2024;26;6021,89;Loja Centro;2024-08-01;2024-08;2024-08
PC000022;Arrefecimento;01/09/2024;25;5790,28;Loja Centro;2024-09-01;2024-09;2024-09
PC000022;Arrefecimento;01/10/2024;25;5790,28;Loja Centro;2024-10-01;2024-10;2024-10
PC000022;Arrefecimento;01/11/2024;40;9264,45;Loja Centro;2024-11-01;2024-11;2024-11
PC000022;Arrefecimento;01/12/2024;43;9959,28;Loja Centro;2024-12-01;2024-12;2024-12
PC000022;Arrefecimento;01/01/2025;29;6716,72;Loja Centro;2025-01-01;2025-01;2025-01
PC000022;Arrefecimento;01/02/2025;32;7411,56;Loja Centro;2025-02-01;2025-02;2025-02
PC000022;Arrefecimento;01/03/2025;31;7179,95;Loja Centro;2025-03-01;2025-03;2025-03
PC000022;Arrefecimento;01/04/2025;35;8106,39;Loja Centro;2025-04-01;2025-04;2025-04
PC000022;Arrefecimento;01/05/2025;24;5558,67;Loja Centro;2025-05-01;2025-05;2025-05
PC000022;Arrefecimento;01/06/2025;29;6716,72;Loja Centro;2025-06-01;2025-06;2025-06
PC000022;Arrefecimento;01/07/2025;25;5790,28;Loja Centro;2025-07-01;2025-07;2025-07
PC000022;Arrefecimento;01/08/2025;24;5558,67;Loja Centro;2025-08-01;2025-08;2025-08
PC000022;Arrefecimento;01/09/2025;25;5790,28;Loja Centro;2025-09-01;2025-09;2025-09
PC000022;Arrefecimento;01/10/2025;26;6021,89;Loja Centro;2025-10-01;2025-10;2025-10
PC000022;Arrefecimento;01/11/2025;37;8569,61;Loja Centro;2025-11-01;2025-11;2025-11
PC000022;Arrefecimento;01/12/2025;37;8569,61;Loja Centro;2025-12-01;2025-12;2025-12
PC000022;Arrefecimento;01/01/2026;28;6485,11;Loja Centro;2026-01-01;2026-01;2026-01
PC000022;Arrefecimento;01/02/2026;31;7179,95;Loja Centro;2026-02-01;2026-02;2026-02
PC000022;Arrefecimento;01/03/2026;28;6485,11;Loja Centro;2026-03-01;2026-03;2026-03
PC000022;Arrefecimento;01/04/2026;27;6253,5;Loja Centro;2026-04-01;2026-04;2026-04
PC000022;Arrefecimento;01/05/2026;24;5558,67;Loja Centro;2026-05-01;2026-05;2026-05
PC000022;Arrefecimento;01/06/2026;26;6021,89;Loja Centro;2026-06-01;2026-06;2026-06
PC000022;Arrefecimento;01/07/2026;24;5558,67;Loja Centro;2026-07-01;2026-07;2026-07
PC000022;Arrefecimento;01/08/2026;24;5558,67;Loja Centro;2026-08-01;2026-08;2026-08
PC000027;Arrefecimento;01/09/2022;11;6433,45;Loja Centro;2022-09-01;2022-09;2022-09
PC000027;Arrefecimento;01/10/2022;12;7018,31;Loja Centro;2022-10-01;2022-10;2022-10
PC000027;Arrefecimento;01/11/2022;19;11112,32;Loja Centro;2022-11-01;2022-11;2022-11
PC000027;Arrefecimento;01/12/2022;19;11112,32;Loja Centro;2022-12-01;2022-12;2022-12
PC000027;Arrefecimento;01/01/2023;11;6433,45;Loja Centro;2023-01-01;2023-01;2023-01
PC000027;Arrefecimento;01/02/2023;11;6433,45;Loja Centro;2023-02-01;2023-02;2023-02
PC000027;Arrefecimento;01/03/2023;13;7603,17;Loja Centro;2023-03-01;2023-03;2023-03
PC000027;Arrefecimento;01/04/2023;15;8772,88;Loja Centro;2023-04-01;2023-04;2023-04
PC000027;Arrefecimento;01/05/2023;14;8188,02;Loja Centro;2023-05-01;2023-05;2023-05
PC000027;Arrefecimento;01/06/2023;13;7603,17;Loja Centro;2023-06-01;2023-06;2023-06
PC000027;Arrefecimento;01/07/2023;13;7603,17;Loja Centro;2023-07-01;2023-07;2023-07
PC000027;Arrefecimento;01/08/2023;11;6433,45;Loja Centro;2023-08-01;2023-08;2023-08
PC000027;Arrefecimento;01/09/2023;11;6433,45;Loja Centro;2023-09-01;2023-09;2023-09
PC000027;Arrefecimento;01/10/2023;11;6433,45;Loja Centro;2023-10-01;2023-10;2023-10
PC000027;Arrefecimento;01/11/2023;16;9357,74;Loja Centro;2023-11-01;2023-11;2023-11
PC000027;Arrefecimento;01/12/2023;17;9942,6;Loja Centro;2023-12-01;2023-12;2023-12
PC000027;Arrefecimento;01/01/2024;12;7018,31;Loja Centro;2024-01-01;2024-01;2024-01
PC000027;Arrefecimento;01/02/2024;13;7603,17;Loja Centro;2024-02-01;2024-02;2024-02
PC000027;Arrefecimento;01/03/2024;13;7603,17;Loja Centro;2024-03-01;2024-03;2024-03
PC000027;Arrefecimento;01/04/2024;13;7603,17;Loja Centro;2024-04-01;2024-04;2024-04
PC000027;Arrefecimento;01/05/2024;13;7603,17;Loja Centro;2024-05-01;2024-05;2024-05
PC000027;Arrefecimento;01/06/2024;14;8188,02;Loja Centro;2024-06-01;2024-06;2024-06
PC000027;Arrefecimento;01/07/2024;13;7603,17;Loja Centro;2024-07-01;2024-07;2024-07
PC000027;Arrefecimento;01/08/2024;12;7018,31;Loja Centro;2024-08-01;2024-08;2024-08
PC000027;Arrefecimento;01/09/2024;10;5848,59;Loja Centro;2024-09-01;2024-09;2024-09
PC000027;Arrefecimento;01/10/2024;11;6433,45;Loja Centro;2024-10-01;2024-10;2024-10
PC000027;Arrefecimento;01/11/2024;16;9357,74;Loja Centro;2024-11-01;2024-11;2024-11
PC000027;Arrefecimento;01/12/2024;18;10527,46;Loja Centro;2024-12-01;2024-12;2024-12
PC000027;Arrefecimento;01/01/2025;13;7603,17;Loja Centro;2025-01-01;2025-01;2025-01
PC000027;Arrefecimento;01/02/2025;11;6433,45;Loja Centro;2025-02-01;2025-02;2025-02
PC000027;Arrefecimento;01/03/2025;16;9357,74;Loja Centro;2025-03-01;2025-03;2025-03
PC000027;Arrefecimento;01/04/2025;15;8772,88;Loja Centro;2025-04-01;2025-04;2025-04
PC000027;Arrefecimento;01/05/2025;14;8188,02;Loja Centro;2025-05-01;2025-05;2025-05
PC000027;Arrefecimento;01/06/2025;12;7018,31;Loja Centro;2025-06-01;2025-06;2025-06
PC000027;Arrefecimento;01/07/2025;13;7603,17;Loja Centro;2025-07-01;2025-07;2025-07
PC000027;Arrefecimento;01/08/2025;12;7018,31;Loja Centro;2025-08-01;2025-08;2025-08
PC000027;Arrefecimento;01/09/2025;13;7603,17;Loja Centro;2025-09-01;2025-09;2025-09
PC000027;Arrefecimento;01/10/2025;12;7018,31;Loja Centro;2025-10-01;2025-10;2025-10
PC000027;Arrefecimento;01/11/2025;19;11112,32;Loja Centro;2025-11-01;2025-11;2025-11
PC000027;Arrefecimento;01/12/2025;22;12866,9;Loja Centro;2025-12-01;2025-12;2025-12
PC000027;Arrefecimento;01/01/2026;14;8188,02;Loja Centro;2026-01-01;2026-01;2026-01
PC000027;Arrefecimento;01/02/2026;15;8772,88;Loja Centro;2026-02-01;2026-02;2026-02
PC000027;Arrefecimento;01/03/2026;13;7603,17;Loja Centro;2026-03-01;2026-03;2026-03
PC000027;Arrefecimento;01/04/2026;12;7018,31;Loja Centro;2026-04-01;2026-04;2026-04
PC000027;Arrefecimento;01/05/2026;13;7603,17;Loja Centro;2026-05-01;2026-05;2026-05
PC000027;Arrefecimento;01/06/2026;12;7018,31;Loja Centro;2026-06-01;2026-06;2026-06
PC000027;Arrefecimento;01/07/2026;12;7018,31;Loja Centro;2026-07-01;2026-07;2026-07
PC000027;Arrefecimento;01/08/2026;13;7603,17;Loja Centro;2026-08-01;2026-08;2026-08
PC000030;Arrefecimento;01/09/2022;11;6950,21;Loja Centro;2022-09-01;2022-09;2022-09
PC000030;Arrefecimento;01/10/2022;10;6318,37;Loja Centro;2022-10-01;2022-10;2022-10
PC000030;Arrefecimento;01/11/2022;20;12636,74;Loja Centro;2022-11-01;2022-11;2022-11
PC000030;Arrefecimento;01/12/2022;19;12004,9;Loja Centro;2022-12-01;2022-12;2022-12
PC000030;Arrefecimento;01/01/2023;13;8213,88;Loja Centro;2023-01-01;2023-01;2023-01
PC000030;Arrefecimento;01/02/2023;14;8845,72;Loja Centro;2023-02-01;2023-02;2023-02
PC000030;Arrefecimento;01/03/2023;14;8845,72;Loja Centro;2023-03-01;2023-03;2023-03
PC000030;Arrefecimento;01/04/2023;13;8213,88;Loja Centro;2023-04-01;2023-04;2023-04
PC000030;Arrefecimento;01/05/2023;13;8213,88;Loja Centro;2023-05-01;2023-05;2023-05
PC000030;Arrefecimento;01/06/2023;13;8213,88;Loja Centro;2023-06-01;2023-06;2023-06
PC000030;Arrefecimento;01/07/2023;12;7582,04;Loja Centro;2023-07-01;2023-07;2023-07
PC000030;Arrefecimento;01/08/2023;13;8213,88;Loja Centro;2023-08-01;2023-08;2023-08
PC000030;Arrefecimento;01/09/2023;13;8213,88;Loja Centro;2023-09-01;2023-09;2023-09
PC000030;Arrefecimento;01/10/2023;11;6950,21;Loja Centro;2023-10-01;2023-10;2023-10
PC000030;Arrefecimento;01/11/2023;18;11373,06;Loja Centro;2023-11-01;2023-11;2023-11
PC000030;Arrefecimento;01/12/2023;20;12636,74;Loja Centro;2023-12-01;2023-12;2023-12
PC000030;Arrefecimento;01/01/2024;13;8213,88;Loja Centro;2024-01-01;2024-01;2024-01
PC000030;Arrefecimento;01/02/2024;16;10109,39;Loja Centro;2024-02-01;2024-02;2024-02
PC000030;Arrefecimento;01/03/2024;15;9477,55;Loja Centro;2024-03-01;2024-03;2024-03
PC000030;Arrefecimento;01/04/2024;14;8845,72;Loja Centro;2024-04-01;2024-04;2024-04
PC000030;Arrefecimento;01/05/2024;13;8213,88;Loja Centro;2024-05-01;2024-05;2024-05
PC000030;Arrefecimento;01/06/2024;12;7582,04;Loja Centro;2024-06-01;2024-06;2024-06
PC000030;Arrefecimento;01/07/2024;16;10109,39;Loja Centro;2024-07-01;2024-07;2024-07
PC000030;Arrefecimento;01/08/2024;13;8213,88;Loja Centro;2024-08-01;2024-08;2024-08
PC000030;Arrefecimento;01/09/2024;11;6950,21;Loja Centro;2024-09-01;2024-09;2024-09
PC000030;Arrefecimento;01/10/2024;13;8213,88;Loja Centro;2024-10-01;2024-10;2024-10
PC000030;Arrefecimento;01/11/2024;20;12636,74;Loja Centro;2024-11-01;2024-11;2024-11
PC000030;Arrefecimento;01/12/2024;22;13900,41;Loja Centro;2024-12-01;2024-12;2024-12
PC000030;Arrefecimento;01/01/2025;16;10109,39;Loja Centro;2025-01-01;2025-01;2025-01
PC000030;Arrefecimento;01/02/2025;13;8213,88;Loja Centro;2025-02-01;2025-02;2025-02
PC000030;Arrefecimento;01/03/2025;12;7582,04;Loja Centro;2025-03-01;2025-03;2025-03
PC000030;Arrefecimento;01/04/2025;15;9477,55;Loja Centro;2025-04-01;2025-04;2025-04
PC000030;Arrefecimento;01/05/2025;15;9477,55;Loja Centro;2025-05-01;2025-05;2025-05
PC000030;Arrefecimento;01/06/2025;11;6950,21;Loja Centro;2025-06-01;2025-06;2025-06
PC000030;Arrefecimento;01/07/2025;13;8213,88;Loja Centro;2025-07-01;2025-07;2025-07
PC000030;Arrefecimento;01/08/2025;12;7582,04;Loja Centro;2025-08-01;2025-08;2025-08
PC000030;Arrefecimento;01/09/2025;11;6950,21;Loja Centro;2025-09-01;2025-09;2025-09
PC000030;Arrefecimento;01/10/2025;12;7582,04;Loja Centro;2025-10-01;2025-10;2025-10
PC000030;Arrefecimento;01/11/2025;19;12004,9;Loja Centro;2025-11-01;2025-11;2025-11
PC000030;Arrefecimento;01/12/2025;20;12636,74;Loja Centro;2025-12-01;2025-12;2025-12
PC000030;Arrefecimento;01/01/2026;13;8213,88;Loja Centro;2026-01-01;2026-01;2026-01
PC000030;Arrefecimento;01/02/2026;13;8213,88;Loja Centro;2026-02-01;2026-02;2026-02
PC000030;Arrefecimento;01/03/2026;17;10741,23;Loja Centro;2026-03-01;2026-03;2026-03
PC000030;Arrefecimento;01/04/2026;16;10109,39;Loja Centro;2026-04-01;2026-04;2026-04
PC000030;Arrefecimento;01/05/2026;12;7582,04;Loja Centro;2026-05-01;2026-05;2026-05
PC000030;Arrefecimento;01/06/2026;13;8213,88;Loja Centro;2026-06-01;2026-06;2026-06
PC000030;Arrefecimento;01/07/2026;14;8845,72;Loja Centro;2026-07-01;2026-07;2026-07
PC000030;Arrefecimento;01/08/2026;15;9477,55;Loja Centro;2026-08-01;2026-08;2026-08
PC000032;Arrefecimento;01/09/2022;25;10398,43;Loja Centro;2022-09-01;2022-09;2022-09
PC000032;Arrefecimento;01/10/2022;24;9982,5;Loja Centro;2022-10-01;2022-10;2022-10
PC000032;Arrefecimento;01/11/2022;36;14973,74;Loja Centro;2022-11-01;2022-11;2022-11
PC000032;Arrefecimento;01/12/2022;44;18301,24;Loja Centro;2022-12-01;2022-12;2022-12
PC000032;Arrefecimento;01/01/2023;30;12478,12;Loja Centro;2023-01-01;2023-01;2023-01
PC000032;Arrefecimento;01/02/2023;30;12478,12;Loja Centro;2023-02-01;2023-02;2023-02
PC000032;Arrefecimento;01/03/2023;27;11230,31;Loja Centro;2023-03-01;2023-03;2023-03
PC000032;Arrefecimento;01/04/2023;26;10814,37;Loja Centro;2023-04-01;2023-04;2023-04
PC000032;Arrefecimento;01/05/2023;24;9982,5;Loja Centro;2023-05-01;2023-05;2023-05
PC000032;Arrefecimento;01/06/2023;27;11230,31;Loja Centro;2023-06-01;2023-06;2023-06
PC000032;Arrefecimento;01/07/2023;25;10398,43;Loja Centro;2023-07-01;2023-07;2023-07
PC000032;Arrefecimento;01/08/2023;23;9566,56;Loja Centro;2023-08-01;2023-08;2023-08
PC000032;Arrefecimento;01/09/2023;23;9566,56;Loja Centro;2023-09-01;2023-09;2023-09
PC000032;Arrefecimento;01/10/2023;28;11646,24;Loja Centro;2023-10-01;2023-10;2023-10
PC000032;Arrefecimento;01/11/2023;37;15389,68;Loja Centro;2023-11-01;2023-11;2023-11
PC000032;Arrefecimento;01/12/2023;48;19964,99;Loja Centro;2023-12-01;2023-12;2023-12
PC000032;Arrefecimento;01/01/2024;29;12062,18;Loja Centro;2024-01-01;2024-01;2024-01
PC000032;Arrefecimento;01/02/2024;28;11646,24;Loja Centro;2024-02-01;2024-02;2024-02
PC000032;Arrefecimento;01/03/2024;29;12062,18;Loja Centro;2024-03-01;2024-03;2024-03
PC000032;Arrefecimento;01/04/2024;25;10398,43;Loja Centro;2024-04-01;2024-04;2024-04
PC000032;Arrefecimento;01/05/2024;24;9982,5;Loja Centro;2024-05-01;2024-05;2024-05
PC000032;Arrefecimento;01/06/2024;28;11646,24;Loja Centro;2024-06-01;2024-06;2024-06
PC000032;Arrefecimento;01/07/2024;23;9566,56;Loja Centro;2024-07-01;2024-07;2024-07
PC000032;Arrefecimento;01/08/2024;25;10398,43;Loja Centro;2024-08-01;2024-08;2024-08
PC000032;Arrefecimento;01/09/2024;27;11230,31;Loja Centro;2024-09-01;2024-09;2024-09
PC000032;Arrefecimento;01/10/2024;23;9566,56;Loja Centro;2024-10-01;2024-10;2024-10
PC000032;Arrefecimento;01/11/2024;41;17053,43;Loja Centro;2024-11-01;2024-11;2024-11
PC000032;Arrefecimento;01/12/2024;38;15805,62;Loja Centro;2024-12-01;2024-12;2024-12
PC000032;Arrefecimento;01/01/2025;31;12894,06;Loja Centro;2025-01-01;2025-01;2025-01
PC000032;Arrefecimento;01/02/2025;30;12478,12;Loja Centro;2025-02-01;2025-02;2025-02
PC000032;Arrefecimento;01/03/2025;33;13725,93;Loja Centro;2025-03-01;2025-03;2025-03
PC000032;Arrefecimento;01/04/2025;26;10814,37;Loja Centro;2025-04-01;2025-04;2025-04
PC000032;Arrefecimento;01/05/2025;33;13725,93;Loja Centro;2025-05-01;2025-05;2025-05
PC000032;Arrefecimento;01/06/2025;27;11230,31;Loja Centro;2025-06-01;2025-06;2025-06
PC000032;Arrefecimento;01/07/2025;28;11646,24;Loja Centro;2025-07-01;2025-07;2025-07
PC000032;Arrefecimento;01/08/2025;29;12062,18;Loja Centro;2025-08-01;2025-08;2025-08
PC000032;Arrefecimento;01/09/2025;24;9982,5;Loja Centro;2025-09-01;2025-09;2025-09
PC000032;Arrefecimento;01/10/2025;28;11646,24;Loja Centro;2025-10-01;2025-10;2025-10
PC000032;Arrefecimento;01/11/2025;33;13725,93;Loja Centro;2025-11-01;2025-11;2025-11
PC000032;Arrefecimento;01/12/2025;49;20380,93;Loja Centro;2025-12-01;2025-12;2025-12
PC000032;Arrefecimento;01/01/2026;26;10814,37;Loja Centro;2026-01-01;2026-01;2026-01
PC000032;Arrefecimento;01/02/2026;30;12478,12;Loja Centro;2026-02-01;2026-02;2026-02
PC000032;Arrefecimento;01/03/2026;31;12894,06;Loja Centro;2026-03-01;2026-03;2026-03
PC000032;Arrefecimento;01/04/2026;32;13309,99;Loja Centro;2026-04-01;2026-04;2026-04
PC000032;Arrefecimento;01/05/2026;34;14141,87;Loja Centro;2026-05-01;2026-05;2026-05
PC000032;Arrefecimento;01/06/2026;26;10814,37;Loja Centro;2026-06-01;2026-06;2026-06
PC000032;Arrefecimento;01/07/2026;30;12478,12;Loja Centro;2026-07-01;2026-07;2026-07
PC000032;Arrefecimento;01/08/2026;31;12894,06;Loja Centro;2026-08-01;2026-08;2026-08
PC000033;Arrefecimento;01/12/2025;22;4575,94;Loja Centro;2025-12-01;2025-12;2025-12
PC000033;Arrefecimento;01/01/2026;18;3743,95;Loja Centro;2026-01-01;2026-01;2026-01
PC000033;Arrefecimento;01/02/2026;15;3119,96;Loja Centro;2026-02-01;2026-02;2026-02
PC000033;Arrefecimento;01/03/2026;14;2911,96;Loja Centro;2026-03-01;2026-03;2026-03
PC000033;Arrefecimento;01/04/2026;16;3327,95;Loja Centro;2026-04-01;2026-04;2026-04
PC000033;Arrefecimento;01/05/2026;18;3743,95;Loja Centro;2026-05-01;2026-05;2026-05
PC000033;Arrefecimento;01/06/2026;13;2703,96;Loja Centro;2026-06-01;2026-06;2026-06
PC000033;Arrefecimento;01/07/2026;13;2703,96;Loja Centro;2026-07-01;2026-07;2026-07
